target,feature,importance_gain,importance_split
homo,morgan_457,0.0,0
homo,morgan_455,0.0,0
homo,morgan_1397,0.0,0
homo,morgan_1426,0.0,0
homo,morgan_1425,0.0,0
homo,morgan_1421,0.0,0
homo,morgan_1419,0.0,0
homo,morgan_1418,0.0,0
homo,morgan_1417,0.0,0
homo,morgan_1414,0.0,0
homo,morgan_1413,0.0,0
homo,morgan_1412,0.0,0
homo,morgan_1443,0.0,0
homo,morgan_1441,0.0,0
homo,morgan_1440,0.0,0
homo,morgan_1439,0.0,0
homo,morgan_1438,0.0,0
homo,morgan_1437,0.0,0
homo,morgan_1436,0.0,0
homo,morgan_1434,0.0,0
homo,morgan_1433,0.0,0
homo,morgan_422,0.0,0
homo,morgan_421,0.0,0
homo,morgan_451,0.0,0
homo,morgan_450,0.0,0
homo,morgan_449,0.0,0
homo,morgan_448,0.0,0
homo,morgan_447,0.0,0
homo,morgan_445,0.0,0
homo,morgan_444,0.0,0
homo,morgan_443,0.0,0
homo,morgan_439,0.0,0
homo,morgan_1428,0.0,0
homo,morgan_1458,0.0,0
homo,morgan_1455,0.0,0
homo,morgan_1454,0.0,0
homo,morgan_1453,0.0,0
homo,morgan_1451,0.0,0
homo,desc_fr_isocyan,0.0,0
homo,morgan_1446,0.0,0
homo,morgan_1444,0.0,0
homo,morgan_1474,0.0,0
homo,morgan_1473,0.0,0
homo,morgan_1470,0.0,0
homo,morgan_1469,0.0,0
homo,morgan_1467,0.0,0
homo,morgan_1465,0.0,0
homo,morgan_1464,0.0,0
homo,morgan_1463,0.0,0
homo,morgan_1462,0.0,0
homo,morgan_1461,0.0,0
homo,morgan_1460,0.0,0
homo,morgan_1491,0.0,0
homo,morgan_1490,0.0,0
homo,morgan_1487,0.0,0
homo,morgan_1486,0.0,0
homo,morgan_1485,0.0,0
homo,morgan_1484,0.0,0
homo,morgan_1483,0.0,0
homo,morgan_1482,0.0,0
homo,morgan_1479,0.0,0
homo,morgan_406,0.0,0
homo,morgan_405,0.0,0
homo,morgan_404,0.0,0
homo,morgan_435,0.0,0
homo,morgan_434,0.0,0
homo,morgan_433,0.0,0
homo,morgan_431,0.0,0
homo,morgan_430,0.0,0
homo,morgan_429,0.0,0
homo,morgan_428,0.0,0
homo,morgan_705,0.0,0
homo,morgan_426,0.0,0
homo,morgan_424,0.0,0
homo,morgan_423,0.0,0
homo,morgan_28,0.0,0
homo,morgan_1477,0.0,0
homo,morgan_1476,0.0,0
homo,morgan_1507,0.0,0
homo,morgan_29,0.0,0
homo,morgan_1505,0.0,0
homo,morgan_1504,0.0,0
homo,morgan_1503,0.0,0
homo,morgan_1502,0.0,0
homo,morgan_1501,0.0,0
homo,morgan_1500,0.0,0
homo,morgan_1499,0.0,0
homo,morgan_1497,0.0,0
homo,morgan_1496,0.0,0
homo,morgan_1495,0.0,0
homo,morgan_1493,0.0,0
homo,morgan_1492,0.0,0
homo,morgan_1523,0.0,0
homo,morgan_1522,0.0,0
homo,desc_fr_methoxy,0.0,0
homo,morgan_27,0.0,0
homo,morgan_1517,0.0,0
homo,morgan_1515,0.0,0
homo,morgan_1514,0.0,0
homo,morgan_1513,0.0,0
homo,morgan_1512,0.0,0
homo,morgan_1511,0.0,0
homo,morgan_390,0.0,0
homo,morgan_388,0.0,0
homo,morgan_419,0.0,0
homo,morgan_417,0.0,0
homo,morgan_415,0.0,0
homo,morgan_26,0.0,0
homo,morgan_413,0.0,0
homo,morgan_409,0.0,0
homo,morgan_408,0.0,0
homo,morgan_25,0.0,0
homo,morgan_24,0.0,0
homo,morgan_1539,0.0,0
homo,morgan_1538,0.0,0
homo,morgan_1537,0.0,0
homo,morgan_1536,0.0,0
homo,morgan_23,0.0,0
homo,morgan_1533,0.0,0
homo,morgan_1532,0.0,0
homo,morgan_1530,0.0,0
homo,morgan_1529,0.0,0
homo,morgan_1526,0.0,0
homo,morgan_3,0.0,0
homo,morgan_1555,0.0,0
homo,morgan_1554,0.0,0
homo,morgan_1553,0.0,0
homo,morgan_1552,0.0,0
homo,morgan_1551,0.0,0
homo,morgan_1549,0.0,0
homo,morgan_1548,0.0,0
homo,desc_fr_term_acetylene,0.0,0
homo,morgan_1546,0.0,0
homo,morgan_1545,0.0,0
homo,morgan_1544,0.0,0
homo,morgan_1543,0.0,0
homo,morgan_1541,0.0,0
homo,morgan_1571,0.0,0
homo,morgan_1569,0.0,0
homo,morgan_1568,0.0,0
homo,morgan_1566,0.0,0
homo,morgan_1565,0.0,0
homo,morgan_1563,0.0,0
homo,desc_fr_quatN,0.0,0
homo,morgan_1561,0.0,0
homo,morgan_1560,0.0,0
homo,desc_fr_phenol,0.0,0
homo,morgan_1558,0.0,0
homo,morgan_1557,0.0,0
homo,morgan_1556,0.0,0
homo,morgan_1586,0.0,0
homo,morgan_1585,0.0,0
homo,desc_fr_oxime,0.0,0
homo,morgan_1581,0.0,0
homo,morgan_1579,0.0,0
homo,morgan_1578,0.0,0
homo,morgan_6,0.0,0
homo,morgan_1576,0.0,0
homo,morgan_374,0.0,0
homo,morgan_373,0.0,0
homo,morgan_372,0.0,0
homo,morgan_403,0.0,0
homo,morgan_402,0.0,0
homo,morgan_401,0.0,0
homo,morgan_400,0.0,0
homo,morgan_399,0.0,0
homo,morgan_398,0.0,0
homo,morgan_397,0.0,0
homo,morgan_396,0.0,0
homo,morgan_394,0.0,0
homo,morgan_393,0.0,0
homo,morgan_392,0.0,0
homo,morgan_391,0.0,0
homo,morgan_1572,0.0,0
homo,morgan_1602,0.0,0
homo,morgan_5,0.0,0
homo,morgan_1600,0.0,0
homo,morgan_704,0.0,0
homo,morgan_1596,0.0,0
homo,morgan_1595,0.0,0
homo,morgan_1594,0.0,0
homo,morgan_1593,0.0,0
homo,morgan_1592,0.0,0
homo,morgan_1591,0.0,0
homo,morgan_1590,0.0,0
homo,morgan_1619,0.0,0
homo,morgan_1618,0.0,0
homo,morgan_702,0.0,0
homo,morgan_1616,0.0,0
homo,morgan_1615,0.0,0
homo,morgan_1613,0.0,0
homo,morgan_699,0.0,0
homo,morgan_1611,0.0,0
homo,morgan_1609,0.0,0
homo,morgan_358,0.0,0
homo,morgan_357,0.0,0
homo,morgan_386,0.0,0
homo,morgan_385,0.0,0
homo,morgan_698,0.0,0
homo,morgan_382,0.0,0
homo,morgan_380,0.0,0
homo,morgan_377,0.0,0
homo,morgan_376,0.0,0
homo,morgan_1606,0.0,0
homo,morgan_1605,0.0,0
homo,morgan_1635,0.0,0
homo,morgan_1633,0.0,0
homo,morgan_1632,0.0,0
homo,morgan_1631,0.0,0
homo,morgan_1630,0.0,0
homo,morgan_1629,0.0,0
homo,morgan_697,0.0,0
homo,morgan_1627,0.0,0
homo,morgan_1626,0.0,0
homo,morgan_1625,0.0,0
homo,morgan_1624,0.0,0
homo,morgan_1623,0.0,0
homo,morgan_1622,0.0,0
homo,morgan_1621,0.0,0
homo,morgan_1620,0.0,0
homo,morgan_1650,0.0,0
homo,morgan_1649,0.0,0
homo,morgan_1648,0.0,0
homo,morgan_696,0.0,0
homo,morgan_1646,0.0,0
homo,morgan_1645,0.0,0
homo,morgan_1644,0.0,0
homo,morgan_1643,0.0,0
homo,morgan_1641,0.0,0
homo,morgan_1640,0.0,0
homo,morgan_1639,0.0,0
homo,morgan_1638,0.0,0
homo,morgan_1637,0.0,0
homo,morgan_1636,0.0,0
homo,morgan_1667,0.0,0
homo,morgan_692,0.0,0
homo,morgan_1665,0.0,0
homo,morgan_1664,0.0,0
homo,morgan_1662,0.0,0
homo,morgan_1661,0.0,0
homo,morgan_1660,0.0,0
homo,morgan_723,0.0,0
homo,morgan_722,0.0,0
homo,morgan_1656,0.0,0
homo,morgan_1655,0.0,0
homo,morgan_721,0.0,0
homo,morgan_1653,0.0,0
homo,morgan_1683,0.0,0
homo,morgan_1682,0.0,0
homo,morgan_1681,0.0,0
homo,morgan_1680,0.0,0
homo,morgan_1679,0.0,0
homo,morgan_1678,0.0,0
homo,morgan_1677,0.0,0
homo,morgan_1676,0.0,0
homo,morgan_1675,0.0,0
homo,morgan_1674,0.0,0
homo,morgan_1673,0.0,0
homo,morgan_1672,0.0,0
homo,morgan_1671,0.0,0
homo,morgan_1670,0.0,0
homo,morgan_1669,0.0,0
homo,morgan_720,0.0,0
homo,morgan_1699,0.0,0
homo,morgan_1698,0.0,0
homo,morgan_1695,0.0,0
homo,morgan_1694,0.0,0
homo,morgan_719,0.0,0
homo,morgan_1692,0.0,0
homo,morgan_714,0.0,0
homo,morgan_713,0.0,0
homo,morgan_1689,0.0,0
homo,morgan_1688,0.0,0
homo,morgan_342,0.0,0
homo,morgan_341,0.0,0
homo,morgan_340,0.0,0
homo,morgan_369,0.0,0
homo,morgan_367,0.0,0
homo,morgan_366,0.0,0
homo,morgan_365,0.0,0
homo,morgan_364,0.0,0
homo,morgan_362,0.0,0
homo,morgan_361,0.0,0
homo,morgan_360,0.0,0
homo,morgan_359,0.0,0
homo,morgan_1686,0.0,0
homo,morgan_1685,0.0,0
homo,morgan_1684,0.0,0
homo,morgan_1714,0.0,0
homo,morgan_1713,0.0,0
homo,morgan_712,0.0,0
homo,morgan_1710,0.0,0
homo,morgan_1709,0.0,0
homo,morgan_1707,0.0,0
homo,morgan_1705,0.0,0
homo,morgan_1704,0.0,0
homo,morgan_1703,0.0,0
homo,morgan_1702,0.0,0
homo,morgan_1701,0.0,0
homo,morgan_1700,0.0,0
homo,morgan_1731,0.0,0
homo,morgan_1730,0.0,0
homo,morgan_662,0.0,0
homo,morgan_1728,0.0,0
homo,morgan_1726,0.0,0
homo,morgan_1724,0.0,0
homo,morgan_1723,0.0,0
homo,morgan_1719,0.0,0
homo,morgan_661,0.0,0
homo,morgan_1717,0.0,0
homo,morgan_660,0.0,0
homo,morgan_1745,0.0,0
homo,morgan_1744,0.0,0
homo,morgan_691,0.0,0
homo,morgan_1741,0.0,0
homo,morgan_1740,0.0,0
homo,morgan_1739,0.0,0
homo,morgan_1736,0.0,0
homo,morgan_1735,0.0,0
homo,morgan_324,0.0,0
homo,morgan_355,0.0,0
homo,morgan_353,0.0,0
homo,morgan_687,0.0,0
homo,morgan_350,0.0,0
homo,morgan_349,0.0,0
homo,morgan_348,0.0,0
homo,morgan_347,0.0,0
homo,morgan_346,0.0,0
homo,morgan_345,0.0,0
homo,morgan_344,0.0,0
homo,morgan_686,0.0,0
homo,morgan_1734,0.0,0
homo,morgan_1733,0.0,0
homo,morgan_1732,0.0,0
homo,morgan_1763,0.0,0
homo,morgan_685,0.0,0
homo,morgan_1761,0.0,0
homo,morgan_1759,0.0,0
homo,morgan_1757,0.0,0
homo,morgan_1756,0.0,0
homo,morgan_1755,0.0,0
homo,morgan_684,0.0,0
homo,morgan_1751,0.0,0
homo,morgan_683,0.0,0
homo,morgan_1748,0.0,0
homo,morgan_682,0.0,0
homo,morgan_1777,0.0,0
homo,morgan_1776,0.0,0
homo,morgan_1775,0.0,0
homo,morgan_1774,0.0,0
homo,morgan_1773,0.0,0
homo,morgan_1772,0.0,0
homo,morgan_1771,0.0,0
homo,morgan_1769,0.0,0
homo,morgan_681,0.0,0
homo,morgan_1767,0.0,0
homo,morgan_309,0.0,0
homo,morgan_308,0.0,0
homo,morgan_339,0.0,0
homo,morgan_336,0.0,0
homo,morgan_335,0.0,0
homo,morgan_334,0.0,0
homo,morgan_332,0.0,0
homo,morgan_331,0.0,0
homo,morgan_329,0.0,0
homo,morgan_328,0.0,0
homo,morgan_710,0.0,0
homo,morgan_709,0.0,0
homo,morgan_1793,0.0,0
homo,morgan_1790,0.0,0
homo,morgan_1789,0.0,0
homo,morgan_1788,0.0,0
homo,morgan_1787,0.0,0
homo,morgan_1786,0.0,0
homo,morgan_735,0.0,0
homo,morgan_1784,0.0,0
homo,morgan_734,0.0,0
homo,morgan_1780,0.0,0
homo,morgan_1811,0.0,0
homo,morgan_1807,0.0,0
homo,morgan_1806,0.0,0
homo,morgan_1805,0.0,0
homo,morgan_733,0.0,0
homo,morgan_1802,0.0,0
homo,morgan_731,0.0,0
homo,morgan_1800,0.0,0
homo,morgan_1799,0.0,0
homo,morgan_293,0.0,0
homo,morgan_292,0.0,0
homo,morgan_321,0.0,0
homo,morgan_729,0.0,0
homo,morgan_317,0.0,0
homo,morgan_316,0.0,0
homo,morgan_315,0.0,0
homo,morgan_728,0.0,0
homo,morgan_312,0.0,0
homo,morgan_311,0.0,0
homo,morgan_1798,0.0,0
homo,morgan_726,0.0,0
homo,morgan_1827,0.0,0
homo,morgan_1826,0.0,0
homo,morgan_1824,0.0,0
homo,morgan_1822,0.0,0
homo,morgan_1820,0.0,0
homo,morgan_755,0.0,0
homo,morgan_1818,0.0,0
homo,morgan_1817,0.0,0
homo,morgan_1815,0.0,0
homo,morgan_1813,0.0,0
homo,morgan_754,0.0,0
homo,morgan_1843,0.0,0
homo,morgan_1842,0.0,0
homo,morgan_1841,0.0,0
homo,morgan_1839,0.0,0
homo,morgan_1838,0.0,0
homo,morgan_1836,0.0,0
homo,morgan_1835,0.0,0
homo,morgan_1834,0.0,0
homo,morgan_1833,0.0,0
homo,morgan_752,0.0,0
homo,morgan_1831,0.0,0
homo,morgan_1830,0.0,0
homo,morgan_1829,0.0,0
homo,morgan_1828,0.0,0
homo,morgan_1858,0.0,0
homo,morgan_1857,0.0,0
homo,morgan_1853,0.0,0
homo,morgan_1852,0.0,0
homo,morgan_1851,0.0,0
homo,morgan_1850,0.0,0
homo,morgan_1848,0.0,0
homo,morgan_751,0.0,0
homo,morgan_278,0.0,0
homo,morgan_276,0.0,0
homo,morgan_307,0.0,0
homo,morgan_748,0.0,0
homo,morgan_304,0.0,0
homo,morgan_303,0.0,0
homo,morgan_301,0.0,0
homo,morgan_746,0.0,0
homo,morgan_745,0.0,0
homo,morgan_298,0.0,0
homo,morgan_297,0.0,0
homo,morgan_744,0.0,0
homo,morgan_1845,0.0,0
homo,morgan_743,0.0,0
homo,morgan_1875,0.0,0
homo,morgan_1874,0.0,0
homo,morgan_1872,0.0,0
homo,morgan_1870,0.0,0
homo,morgan_1868,0.0,0
homo,morgan_1867,0.0,0
homo,morgan_1865,0.0,0
homo,morgan_1864,0.0,0
homo,morgan_1861,0.0,0
homo,morgan_1860,0.0,0
homo,morgan_1891,0.0,0
homo,morgan_1890,0.0,0
homo,morgan_1889,0.0,0
homo,morgan_1888,0.0,0
homo,morgan_742,0.0,0
homo,morgan_1885,0.0,0
homo,morgan_1884,0.0,0
homo,morgan_1883,0.0,0
homo,morgan_1882,0.0,0
homo,morgan_1881,0.0,0
homo,morgan_1880,0.0,0
homo,morgan_740,0.0,0
homo,morgan_1878,0.0,0
homo,morgan_1877,0.0,0
homo,morgan_1876,0.0,0
homo,morgan_1906,0.0,0
homo,morgan_1904,0.0,0
homo,morgan_1903,0.0,0
homo,morgan_1902,0.0,0
homo,morgan_1901,0.0,0
homo,morgan_1900,0.0,0
homo,morgan_1899,0.0,0
homo,morgan_1898,0.0,0
homo,morgan_1897,0.0,0
homo,morgan_1896,0.0,0
homo,morgan_1895,0.0,0
homo,morgan_262,0.0,0
homo,morgan_770,0.0,0
homo,morgan_260,0.0,0
homo,morgan_291,0.0,0
homo,morgan_290,0.0,0
homo,morgan_769,0.0,0
homo,morgan_286,0.0,0
homo,morgan_285,0.0,0
homo,morgan_768,0.0,0
homo,morgan_767,0.0,0
homo,morgan_281,0.0,0
homo,morgan_280,0.0,0
homo,morgan_279,0.0,0
homo,morgan_1892,0.0,0
homo,morgan_1923,0.0,0
homo,morgan_1921,0.0,0
homo,morgan_766,0.0,0
homo,morgan_1918,0.0,0
homo,morgan_1916,0.0,0
homo,morgan_1914,0.0,0
homo,morgan_765,0.0,0
homo,morgan_1912,0.0,0
homo,morgan_1910,0.0,0
homo,morgan_1909,0.0,0
homo,morgan_1908,0.0,0
homo,morgan_1938,0.0,0
homo,morgan_1935,0.0,0
homo,morgan_1934,0.0,0
homo,morgan_1933,0.0,0
homo,morgan_1932,0.0,0
homo,morgan_1931,0.0,0
homo,morgan_764,0.0,0
homo,morgan_1929,0.0,0
homo,morgan_1928,0.0,0
homo,morgan_762,0.0,0
homo,morgan_761,0.0,0
homo,morgan_1924,0.0,0
homo,morgan_1955,0.0,0
homo,morgan_1952,0.0,0
homo,morgan_760,0.0,0
homo,morgan_1949,0.0,0
homo,morgan_759,0.0,0
homo,morgan_1947,0.0,0
homo,morgan_756,0.0,0
homo,morgan_1943,0.0,0
homo,morgan_246,0.0,0
homo,morgan_786,0.0,0
homo,morgan_244,0.0,0
homo,morgan_275,0.0,0
homo,morgan_274,0.0,0
homo,morgan_784,0.0,0
homo,morgan_272,0.0,0
homo,morgan_271,0.0,0
homo,morgan_269,0.0,0
homo,morgan_268,0.0,0
homo,morgan_267,0.0,0
homo,morgan_266,0.0,0
homo,morgan_265,0.0,0
homo,morgan_264,0.0,0
homo,morgan_782,0.0,0
homo,morgan_781,0.0,0
homo,morgan_1941,0.0,0
homo,morgan_1968,0.0,0
homo,morgan_1967,0.0,0
homo,morgan_1962,0.0,0
homo,morgan_1961,0.0,0
homo,morgan_1960,0.0,0
homo,morgan_1958,0.0,0
homo,morgan_1957,0.0,0
homo,morgan_780,0.0,0
homo,morgan_1986,0.0,0
homo,morgan_779,0.0,0
homo,morgan_1979,0.0,0
homo,morgan_778,0.0,0
homo,morgan_1977,0.0,0
homo,morgan_1976,0.0,0
homo,morgan_230,0.0,0
homo,morgan_229,0.0,0
homo,morgan_228,0.0,0
homo,morgan_259,0.0,0
homo,morgan_777,0.0,0
homo,morgan_257,0.0,0
homo,morgan_256,0.0,0
homo,morgan_255,0.0,0
homo,morgan_254,0.0,0
homo,morgan_252,0.0,0
homo,morgan_250,0.0,0
homo,morgan_249,0.0,0
homo,morgan_247,0.0,0
homo,morgan_776,0.0,0
homo,morgan_775,0.0,0
homo,morgan_2003,0.0,0
homo,morgan_2002,0.0,0
homo,morgan_2001,0.0,0
homo,morgan_1997,0.0,0
homo,morgan_1996,0.0,0
homo,morgan_1995,0.0,0
homo,morgan_1994,0.0,0
homo,morgan_646,0.0,0
homo,morgan_1992,0.0,0
homo,morgan_1991,0.0,0
homo,morgan_675,0.0,0
homo,morgan_1989,0.0,0
homo,morgan_1988,0.0,0
homo,morgan_2019,0.0,0
homo,morgan_673,0.0,0
homo,morgan_2017,0.0,0
homo,morgan_2016,0.0,0
homo,morgan_2015,0.0,0
homo,morgan_2013,0.0,0
homo,morgan_2012,0.0,0
homo,morgan_2011,0.0,0
homo,morgan_2010,0.0,0
homo,morgan_2008,0.0,0
homo,morgan_672,0.0,0
homo,morgan_214,0.0,0
homo,morgan_213,0.0,0
homo,morgan_671,0.0,0
homo,morgan_243,0.0,0
homo,morgan_669,0.0,0
homo,morgan_240,0.0,0
homo,morgan_239,0.0,0
homo,morgan_238,0.0,0
homo,morgan_236,0.0,0
homo,morgan_234,0.0,0
homo,morgan_668,0.0,0
homo,morgan_232,0.0,0
homo,morgan_2006,0.0,0
homo,morgan_2005,0.0,0
homo,morgan_2035,0.0,0
homo,morgan_2034,0.0,0
homo,morgan_2031,0.0,0
homo,morgan_666,0.0,0
homo,morgan_2026,0.0,0
homo,morgan_2024,0.0,0
homo,morgan_2023,0.0,0
homo,morgan_2022,0.0,0
homo,morgan_2020,0.0,0
homo,morgan_2046,0.0,0
homo,morgan_665,0.0,0
homo,morgan_2042,0.0,0
homo,morgan_2041,0.0,0
homo,morgan_2040,0.0,0
homo,morgan_2039,0.0,0
homo,morgan_198,0.0,0
homo,morgan_196,0.0,0
homo,morgan_226,0.0,0
homo,morgan_225,0.0,0
homo,morgan_224,0.0,0
homo,morgan_223,0.0,0
homo,morgan_221,0.0,0
homo,morgan_220,0.0,0
homo,morgan_219,0.0,0
homo,morgan_218,0.0,0
homo,morgan_217,0.0,0
homo,morgan_216,0.0,0
homo,morgan_215,0.0,0
homo,morgan_2038,0.0,0
homo,morgan_2037,0.0,0
homo,morgan_2036,0.0,0
homo,morgan_182,0.0,0
homo,morgan_181,0.0,0
homo,morgan_211,0.0,0
homo,morgan_210,0.0,0
homo,morgan_664,0.0,0
homo,morgan_208,0.0,0
homo,morgan_207,0.0,0
homo,morgan_206,0.0,0
homo,morgan_663,0.0,0
homo,morgan_204,0.0,0
homo,morgan_201,0.0,0
homo,morgan_200,0.0,0
homo,morgan_774,0.0,0
homo,morgan_166,0.0,0
homo,morgan_165,0.0,0
homo,morgan_194,0.0,0
homo,morgan_193,0.0,0
homo,morgan_192,0.0,0
homo,morgan_190,0.0,0
homo,morgan_188,0.0,0
homo,morgan_187,0.0,0
homo,morgan_185,0.0,0
homo,morgan_184,0.0,0
homo,morgan_183,0.0,0
homo,morgan_150,0.0,0
homo,morgan_149,0.0,0
homo,morgan_179,0.0,0
homo,morgan_178,0.0,0
homo,morgan_177,0.0,0
homo,morgan_773,0.0,0
homo,morgan_175,0.0,0
homo,morgan_174,0.0,0
homo,morgan_173,0.0,0
homo,morgan_172,0.0,0
homo,morgan_171,0.0,0
homo,morgan_170,0.0,0
homo,morgan_169,0.0,0
homo,morgan_168,0.0,0
homo,morgan_772,0.0,0
homo,morgan_163,0.0,0
homo,morgan_162,0.0,0
homo,morgan_161,0.0,0
homo,morgan_159,0.0,0
homo,morgan_158,0.0,0
homo,morgan_157,0.0,0
homo,morgan_156,0.0,0
homo,morgan_154,0.0,0
homo,morgan_153,0.0,0
homo,morgan_152,0.0,0
homo,morgan_151,0.0,0
homo,morgan_118,0.0,0
homo,morgan_116,0.0,0
homo,morgan_146,0.0,0
homo,morgan_144,0.0,0
homo,morgan_142,0.0,0
homo,morgan_141,0.0,0
homo,morgan_138,0.0,0
homo,morgan_137,0.0,0
homo,morgan_802,0.0,0
homo,morgan_101,0.0,0
homo,morgan_801,0.0,0
homo,morgan_131,0.0,0
homo,morgan_129,0.0,0
homo,morgan_128,0.0,0
homo,morgan_127,0.0,0
homo,morgan_126,0.0,0
homo,morgan_125,0.0,0
homo,morgan_124,0.0,0
homo,morgan_123,0.0,0
homo,morgan_122,0.0,0
homo,morgan_120,0.0,0
homo,morgan_86,0.0,0
homo,morgan_85,0.0,0
homo,morgan_84,0.0,0
homo,morgan_115,0.0,0
homo,morgan_800,0.0,0
homo,morgan_113,0.0,0
homo,morgan_112,0.0,0
homo,morgan_111,0.0,0
homo,morgan_110,0.0,0
homo,morgan_109,0.0,0
homo,morgan_108,0.0,0
homo,morgan_107,0.0,0
homo,morgan_106,0.0,0
homo,morgan_105,0.0,0
homo,morgan_104,0.0,0
homo,morgan_103,0.0,0
homo,desc_HeavyAtomCount,0.0,0
homo,morgan_70,0.0,0
homo,morgan_68,0.0,0
homo,morgan_799,0.0,0
homo,morgan_98,0.0,0
homo,morgan_97,0.0,0
homo,morgan_96,0.0,0
homo,morgan_93,0.0,0
homo,morgan_91,0.0,0
homo,morgan_90,0.0,0
homo,morgan_89,0.0,0
homo,morgan_796,0.0,0
homo,desc_NumBridgeheadAtoms,0.0,0
homo,morgan_793,0.0,0
homo,morgan_53,0.0,0
homo,morgan_83,0.0,0
homo,morgan_82,0.0,0
homo,morgan_81,0.0,0
homo,morgan_79,0.0,0
homo,morgan_78,0.0,0
homo,morgan_77,0.0,0
homo,morgan_76,0.0,0
homo,morgan_75,0.0,0
homo,morgan_73,0.0,0
homo,morgan_792,0.0,0
homo,morgan_38,0.0,0
homo,morgan_37,0.0,0
homo,morgan_36,0.0,0
homo,morgan_791,0.0,0
homo,morgan_66,0.0,0
homo,morgan_65,0.0,0
homo,morgan_64,0.0,0
homo,morgan_789,0.0,0
homo,morgan_62,0.0,0
homo,morgan_61,0.0,0
homo,morgan_60,0.0,0
homo,morgan_59,0.0,0
homo,morgan_58,0.0,0
homo,morgan_57,0.0,0
homo,morgan_56,0.0,0
homo,morgan_788,0.0,0
homo,desc_fr_alkyl_carbamate,0.0,0
homo,morgan_819,0.0,0
homo,desc_fr_NH2,0.0,0
homo,desc_fr_Imine,0.0,0
homo,desc_fr_HOCCN,0.0,0
homo,morgan_22,0.0,0
homo,morgan_51,0.0,0
homo,morgan_50,0.0,0
homo,morgan_49,0.0,0
homo,morgan_48,0.0,0
homo,morgan_47,0.0,0
homo,morgan_0,0.0,0
homo,morgan_818,0.0,0
homo,morgan_18,0.0,0
homo,morgan_17,0.0,0
homo,morgan_16,0.0,0
homo,morgan_15,0.0,0
homo,morgan_12,0.0,0
homo,morgan_10,0.0,0
homo,morgan_9,0.0,0
homo,morgan_817,0.0,0
homo,desc_fr_urea,0.0,0
homo,morgan_678,0.0,0
homo,morgan_676,0.0,0
homo,morgan_707,0.0,0
homo,morgan_706,0.0,0
homo,desc_fr_morpholine,0.0,0
homo,desc_fr_nitro_arom,0.0,0
homo,morgan_45,0.0,0
homo,morgan_44,0.0,0
homo,morgan_43,0.0,0
homo,morgan_42,0.0,0
homo,morgan_41,0.0,0
homo,morgan_39,0.0,0
homo,desc_fr_COO2,0.0,0
homo,desc_fr_dihydropyridine,0.0,0
homo,desc_fr_diazo,0.0,0
homo,desc_fr_benzodiazepine,0.0,0
homo,desc_fr_barbitur,0.0,0
homo,desc_fr_azide,0.0,0
homo,morgan_816,0.0,0
homo,morgan_30,0.0,0
homo,desc_fr_lactam,0.0,0
lumo,desc_HallKierAlpha,29322.16041147709,245
lumo,desc_FractionCSP3,7009.800140168518,149
lumo,desc_BCUT2D_MRHI,4556.956507727504,365
lumo,desc_BCUT2D_MRLOW,4173.1845109164715,202
lumo,desc_fr_nitro,3883.2063807547092,14
lumo,desc_SlogP_VSA8,2054.887939285487,170
lumo,morgan_715,1772.0064057558775,16
lumo,desc_VSA_EState2,1719.4469133913517,215
lumo,desc_TPSA,1215.0232881605625,146
lumo,desc_fr_ketone,1072.4628931730986,61
lumo,desc_PEOE_VSA1,1027.0770587660372,194
lumo,desc_EState_VSA10,959.0864290371537,56
lumo,desc_NumAmideBonds,869.6094352900982,65
lumo,morgan_314,735.6743603795767,29
lumo,desc_NumHAcceptors,682.411067225039,82
lumo,desc_SlogP_VSA1,588.102644816041,131
lumo,desc_SMR_VSA7,571.6314197666943,184
lumo,desc_MaxPartialCharge,547.0811262540519,203
lumo,desc_SMR_VSA10,472.36750434339046,132
lumo,desc_VSA_EState3,450.5403069294989,146
lumo,morgan_694,445.2936357334256,56
lumo,morgan_1963,424.0074006319046,10
lumo,desc_VSA_EState5,406.171778742224,126
lumo,desc_qed,399.05417976900935,155
lumo,desc_NumAromaticHeterocycles,375.2412979789078,28
lumo,desc_fr_NH0,373.8680009394884,76
lumo,desc_PEOE_VSA4,363.43618036061525,46
lumo,desc_MinAbsPartialCharge,335.1990916393697,114
lumo,desc_VSA_EState4,307.6516774445772,205
lumo,desc_VSA_EState6,293.7071460932493,134
lumo,desc_fr_aldehyde,268.9009180665016,51
lumo,desc_SlogP_VSA10,257.62806087732315,45
lumo,desc_fr_imidazole,246.6039880514145,42
lumo,desc_SlogP_VSA3,235.57995830103755,113
lumo,desc_SMR_VSA6,235.49902861565351,66
lumo,desc_fr_azo,208.44964723289013,54
lumo,desc_SMR_VSA2,208.00371742248535,29
lumo,desc_fr_amide,190.10881261527538,10
lumo,desc_fr_nitro_arom,187.5269537717104,15
lumo,desc_BCUT2D_CHGLO,187.42097702249885,102
lumo,morgan_378,184.70834118127823,20
lumo,desc_PEOE_VSA13,180.7486764229834,56
lumo,desc_AvgIpc,169.78520683944225,146
lumo,desc_MaxAbsEStateIndex,169.2884010821581,163
lumo,desc_PEOE_VSA12,168.02255362644792,66
lumo,desc_fr_Ar_N,164.0059879720211,14
lumo,desc_fr_allylic_oxid,162.1699039079249,46
lumo,desc_PEOE_VSA2,160.36245556920767,83
lumo,desc_MinEStateIndex,160.16039811074734,109
lumo,desc_SlogP_VSA11,158.39020973443985,28
