feature,total_gain
atompair_2029,1.0
atompair_2033,1.0
atompair_1976,1.0
atompair_1977,1.0
atompair_1981,1.0
morgan_1526,1.0
morgan_1536,1.0
morgan_1538,1.0
morgan_1496,1.0
morgan_1501,1.0
morgan_1509,1.0
morgan_1453,1.0
morgan_1458,1.0
atompair_2018,1.0
atompair_2020,1.0
atompair_2024,1.0
atompair_294,1.0
atompair_296,1.0
atompair_930,1.0
atompair_932,1.0
atompair_940,1.0
atompair_944,1.0
atompair_886,1.0
atompair_890,1.0
torsion_140,1.0
torsion_144,1.0
torsion_152,1.0
morgan_1463,1.0
morgan_1477,1.0
morgan_1479,1.0
morgan_1480,1.0
morgan_1422,1.0
torsion_876,1.0
torsion_881,1.0
morgan_1445,1.0
morgan_1447,1.0
torsion_164,1.0
torsion_184,1.0
torsion_113,1.0
torsion_128,1.0
atompair_367,1.0
atompair_385,1.0
atompair_324,1.0
atompair_325,1.0
atompair_329,1.0
torsion_2037,1.0
torsion_2038,1.0
torsion_2040,1.0
torsion_61,1.0
torsion_29,1.0
morgan_967,1.0
morgan_914,1.0
torsion_984,1.0
morgan_980,1.0
morgan_327,1.0
torsion_2044,1.0
morgan_1436,1.0
morgan_1441,1.0
morgan_990,1.0
morgan_999,1.0
morgan_1000,1.0
torsion_948,1.0
torsion_949,1.0
torsion_896,1.0
morgan_1362,1.0
torsion_266,1.0
torsion_272,1.0
torsion_273,1.0
torsion_225,1.0
torsion_160,1.0
morgan_1429,1.0
morgan_1430,1.0
atompair_864,1.0
atompair_877,1.0
atompair_882,1.0
atompair_433,1.0
atompair_434,1.0
morgan_206,1.0
morgan_207,1.0
morgan_1359,1.0
morgan_1424,1.0
morgan_278,1.0
morgan_280,1.0
morgan_236,1.0
atompair_397,1.0
atompair_400,1.0
atompair_360,1.0
atompair_861,1.0
morgan_1088,1.0
morgan_1292,1.0
torsion_379,1.0
torsion_316,1.0
torsion_329,1.0
torsion_342,1.0
torsion_344,1.0
morgan_1027,1.0
atompair_849,1.0
atompair_797,1.0
atompair_806,1.0
torsion_816,1.0
torsion_820,1.0
torsion_824,1.0
torsion_764,1.0
torsion_769,1.0
morgan_220,1.0
morgan_235,1.0
atompair_457,1.0
atompair_392,1.0
atompair_393,1.0
atompair_840,1.0
atompair_841,1.0
atompair_844,1.0
torsion_905,1.0
morgan_1054,1.0
morgan_1377,1.0
morgan_1329,1.0
morgan_1330,1.0
torsion_286,1.0
morgan_1405,1.0
morgan_1410,1.0
torsion_396,1.0
torsion_397,1.0
morgan_1345,1.0
morgan_1090,1.0
morgan_1038,1.0
torsion_744,1.0
torsion_745,1.0
torsion_686,1.0
morgan_196,1.0
morgan_199,1.0
morgan_143,1.0
morgan_1303,1.0
morgan_1307,1.0
morgan_1313,1.0
morgan_1320,1.0
torsion_393,1.0
atompair_485,1.0
atompair_764,1.0
atompair_769,1.0
atompair_777,1.0
atompair_778,1.0
morgan_180,1.0
morgan_192,1.0
morgan_195,1.0
morgan_1029,1.0
morgan_1034,1.0
torsion_892,1.0
atompair_808,1.0
atompair_469,1.0
atompair_472,1.0
atompair_476,1.0
atompair_478,1.0
torsion_388,1.0
morgan_1127,1.0
morgan_1072,1.0
torsion_697,1.0
torsion_700,1.0
torsion_641,1.0
torsion_644,1.0
torsion_649,1.0
morgan_153,1.0
morgan_158,1.0
morgan_161,1.0
morgan_162,1.0
torsion_476,1.0
torsion_477,1.0
torsion_440,1.0
torsion_450,1.0
atompair_503,1.0
atompair_510,1.0
atompair_512,1.0
atompair_517,1.0
atompair_460,1.0
atompair_462,1.0
atompair_532,1.0
atompair_539,1.0
morgan_1118,1.0
morgan_1120,1.0
morgan_1121,1.0
morgan_1126,1.0
morgan_144,1.0
atompair_723,1.0
atompair_726,1.0
atompair_728,1.0
morgan_64,1.0
morgan_61,1.0
morgan_18,1.0
desc_fr_thiazole,1.0
morgan_5,1.0
morgan_6,1.0
morgan_8,1.0
torsion_531,1.0
atompair_705,1.0
atompair_708,1.0
atompair_657,1.0
desc_fr_SH,1.0
morgan_75,1.0
morgan_71,1.0
morgan_70,1.0
desc_fr_phenol,1.0
torsion_624,1.0
morgan_132,1.0
morgan_139,1.0
atompair_580,1.0
atompair_584,1.0
atompair_588,1.0
atompair_529,1.0
atompair_704,1.0
torsion_601,1.0
torsion_605,1.0
morgan_1141,1.0
morgan_1147,1.0
morgan_1153,1.0
morgan_1158,1.0
morgan_1163,1.0
torsion_613,1.0
morgan_2028,1.0
atompair_1288,1.0
atompair_1298,1.0
atompair_1299,1.0
atompair_1308,1.0
atompair_1246,1.0
morgan_647,1.0
torsion_1528,1.0
torsion_1621,1.0
morgan_628,1.0
morgan_639,1.0
morgan_643,1.0
maccs_73,1.0
maccs_91,1.0
maccs_31,1.0
morgan_573,1.0
atompair_633,1.0
atompair_639,1.0
atompair_641,1.0
torsion_1488,1.0
morgan_613,1.0
morgan_614,1.0
morgan_619,1.0
torsion_1612,1.0
torsion_533,1.0
desc_NumSpiroAtoms,1.0
atompair_557,1.0
atompair_560,1.0
atompair_668,1.0
atompair_685,1.0
atompair_686,1.0
atompair_631,1.0
morgan_19,0.0
morgan_3,0.0
morgan_7,0.0
morgan_9,0.0
desc_fr_isocyan,0.0
desc_fr_isothiocyan,0.0
desc_fr_epoxide,0.0
desc_fr_azide,0.0
desc_fr_barbitur,0.0
desc_fr_lactam,0.0
morgan_36,0.0
morgan_39,0.0
morgan_41,0.0
morgan_30,0.0
morgan_32,0.0
morgan_33,0.0
morgan_34,0.0
morgan_51,0.0
morgan_100,0.0
morgan_101,0.0
morgan_103,0.0
morgan_106,0.0
morgan_92,0.0
morgan_96,0.0
morgan_98,0.0
morgan_120,0.0
morgan_123,0.0
desc_EState_VSA11,0.0
desc_fr_HOCCN,0.0
morgan_44,0.0
morgan_47,0.0
morgan_48,0.0
morgan_49,0.0
morgan_83,0.0
morgan_138,0.0
morgan_124,0.0
morgan_125,0.0
morgan_126,0.0
morgan_128,0.0
morgan_129,0.0
morgan_131,0.0
morgan_151,0.0
morgan_152,0.0
morgan_155,0.0
morgan_76,0.0
morgan_77,0.0
morgan_78,0.0
morgan_79,0.0
morgan_82,0.0
atompair_600,0.0
atompair_601,0.0
atompair_602,0.0
atompair_658,0.0
atompair_659,0.0
atompair_660,0.0
atompair_661,0.0
atompair_662,0.0
atompair_607,0.0
atompair_609,0.0
atompair_610,0.0
atompair_611,0.0
atompair_612,0.0
atompair_613,0.0
atompair_598,0.0
atompair_599,0.0
atompair_562,0.0
atompair_563,0.0
atompair_614,0.0
atompair_615,0.0
atompair_617,0.0
atompair_618,0.0
atompair_619,0.0
atompair_621,0.0
atompair_675,0.0
atompair_679,0.0
atompair_667,0.0
atompair_670,0.0
atompair_671,0.0
atompair_558,0.0
atompair_559,0.0
atompair_561,0.0
atompair_571,0.0
atompair_688,0.0
atompair_690,0.0
atompair_691,0.0
atompair_692,0.0
atompair_693,0.0
atompair_694,0.0
atompair_695,0.0
atompair_585,0.0
atompair_586,0.0
atompair_587,0.0
atompair_574,0.0
atompair_575,0.0
atompair_577,0.0
atompair_578,0.0
atompair_567,0.0
atompair_698,0.0
atompair_703,0.0
atompair_527,0.0
atompair_530,0.0
atompair_531,0.0
atompair_581,0.0
atompair_582,0.0
atompair_583,0.0
atompair_663,0.0
atompair_715,0.0
atompair_718,0.0
atompair_706,0.0
atompair_709,0.0
atompair_710,0.0
atompair_711,0.0
atompair_697,0.0
atompair_546,0.0
atompair_547,0.0
atompair_534,0.0
atompair_463,0.0
atompair_466,0.0
atompair_467,0.0
atompair_518,0.0
atompair_519,0.0
atompair_494,0.0
atompair_495,0.0
atompair_498,0.0
atompair_551,0.0
atompair_554,0.0
atompair_555,0.0
atompair_543,0.0
atompair_545,0.0
atompair_742,0.0
atompair_743,0.0
atompair_745,0.0
atompair_746,0.0
atompair_734,0.0
atompair_735,0.0
atompair_738,0.0
atompair_493,0.0
atompair_747,0.0
atompair_750,0.0
atompair_751,0.0
atompair_753,0.0
atompair_754,0.0
atompair_739,0.0
atompair_740,0.0
atompair_741,0.0
atompair_425,0.0
atompair_426,0.0
atompair_427,0.0
atompair_428,0.0
atompair_429,0.0
atompair_430,0.0
atompair_431,0.0
atompair_486,0.0
atompair_785,0.0
atompair_771,0.0
atompair_772,0.0
atompair_773,0.0
atompair_774,0.0
atompair_775,0.0
atompair_776,0.0
atompair_768,0.0
atompair_507,0.0
atompair_727,0.0
atompair_730,0.0
atompair_779,0.0
atompair_781,0.0
atompair_782,0.0
atompair_783,0.0
atompair_784,0.0
atompair_522,0.0
atompair_523,0.0
atompair_508,0.0
atompair_511,0.0
atompair_514,0.0
atompair_515,0.0
atompair_505,0.0
atompair_506,0.0
atompair_787,0.0
atompair_788,0.0
atompair_791,0.0
atompair_792,0.0
atompair_793,0.0
atompair_845,0.0
atompair_846,0.0
atompair_847,0.0
atompair_759,0.0
atompair_811,0.0
atompair_813,0.0
atompair_814,0.0
atompair_815,0.0
atompair_807,0.0
atompair_810,0.0
atompair_795,0.0
atompair_470,0.0
atompair_471,0.0
atompair_473,0.0
atompair_474,0.0
atompair_475,0.0
atompair_755,0.0
atompair_757,0.0
atompair_758,0.0
atompair_487,0.0
atompair_489,0.0
atompair_490,0.0
atompair_491,0.0
atompair_479,0.0
atompair_481,0.0
atompair_482,0.0
atompair_483,0.0
atompair_446,0.0
atompair_436,0.0
atompair_438,0.0
atompair_441,0.0
atompair_819,0.0
atompair_822,0.0
atompair_823,0.0
atompair_825,0.0
atompair_396,0.0
atompair_451,0.0
atompair_454,0.0
atompair_458,0.0
atompair_459,0.0
atompair_442,0.0
atompair_443,0.0
atompair_445,0.0
atompair_827,0.0
atompair_830,0.0
atompair_831,0.0
atompair_832,0.0
atompair_833,0.0
atompair_834,0.0
atompair_387,0.0
atompair_390,0.0
atompair_848,0.0
atompair_850,0.0
atompair_851,0.0
atompair_836,0.0
atompair_838,0.0
atompair_839,0.0
atompair_842,0.0
atompair_843,0.0
atompair_422,0.0
atompair_423,0.0
atompair_407,0.0
atompair_408,0.0
atompair_409,0.0
atompair_410,0.0
atompair_411,0.0
atompair_412,0.0
atompair_358,0.0
atompair_359,0.0
atompair_361,0.0
atompair_362,0.0
atompair_417,0.0
atompair_418,0.0
atompair_419,0.0
atompair_421,0.0
atompair_875,0.0
atompair_860,0.0
atompair_862,0.0
atompair_863,0.0
atompair_865,0.0
atompair_866,0.0
atompair_867,0.0
atompair_355,0.0
atompair_826,0.0
atompair_878,0.0
atompair_879,0.0
atompair_883,0.0
atompair_870,0.0
atompair_871,0.0
atompair_873,0.0
atompair_874,0.0
atompair_379,0.0
atompair_381,0.0
atompair_382,0.0
atompair_383,0.0
atompair_371,0.0
atompair_374,0.0
atompair_375,0.0
atompair_363,0.0
atompair_902,0.0
atompair_905,0.0
atompair_906,0.0
atompair_908,0.0
atompair_909,0.0
atompair_895,0.0
atompair_899,0.0
atompair_323,0.0
atompair_910,0.0
atompair_912,0.0
atompair_913,0.0
atompair_914,0.0
atompair_915,0.0
atompair_918,0.0
atompair_900,0.0
atompair_901,0.0
atompair_413,0.0
atompair_414,0.0
atompair_398,0.0
atompair_399,0.0
atompair_401,0.0
atompair_852,0.0
atompair_855,0.0
atompair_859,0.0
atompair_340,0.0
atompair_341,0.0
atompair_342,0.0
atompair_343,0.0
atompair_346,0.0
atompair_330,0.0
atompair_331,0.0
atompair_333,0.0
atompair_291,0.0
atompair_295,0.0
atompair_347,0.0
atompair_349,0.0
atompair_350,0.0
atompair_351,0.0
atompair_354,0.0
atompair_339,0.0
atompair_949,0.0
atompair_950,0.0
atompair_935,0.0
atompair_937,0.0
atompair_939,0.0
atompair_927,0.0
atompair_931,0.0
atompair_934,0.0
atompair_366,0.0
atompair_887,0.0
atompair_889,0.0
atompair_943,0.0
atompair_945,0.0
atompair_946,0.0
atompair_947,0.0
atompair_948,0.0
atompair_307,0.0
atompair_311,0.0
atompair_312,0.0
atompair_299,0.0
atompair_303,0.0
atompair_304,0.0
atompair_951,0.0
atompair_953,0.0
atompair_313,0.0
atompair_314,0.0
atompair_317,0.0
atompair_318,0.0
atompair_319,0.0
atompair_321,0.0
atompair_305,0.0
atompair_306,0.0
atompair_983,0.0
atompair_971,0.0
atompair_974,0.0
atompair_975,0.0
atompair_961,0.0
atompair_962,0.0
atompair_963,0.0
atompair_260,0.0
atompair_334,0.0
atompair_338,0.0
atompair_919,0.0
atompair_921,0.0
atompair_922,0.0
atompair_923,0.0
atompair_978,0.0
atompair_979,0.0
atompair_275,0.0
atompair_278,0.0
atompair_264,0.0
atompair_265,0.0
atompair_266,0.0
atompair_267,0.0
atompair_268,0.0
atompair_271,0.0
atompair_226,0.0
atompair_227,0.0
atompair_230,0.0
atompair_231,0.0
atompair_282,0.0
atompair_283,0.0
atompair_273,0.0
atompair_274,0.0
atompair_1002,0.0
atompair_1004,0.0
atompair_1005,0.0
atompair_1006,0.0
atompair_1007,0.0
atompair_995,0.0
atompair_998,0.0
atompair_999,0.0
atompair_954,0.0
atompair_955,0.0
atompair_958,0.0
atompair_1011,0.0
atompair_1014,0.0
atompair_1015,0.0
atompair_1016,0.0
atompair_1001,0.0
atompair_234,0.0
atompair_235,0.0
atompair_238,0.0
atompair_239,0.0
atompair_1024,0.0
atompair_1074,0.0
atompair_1079,0.0
atompair_1065,0.0
atompair_198,0.0
atompair_199,0.0
atompair_248,0.0
atompair_251,0.0
atompair_252,0.0
atompair_254,0.0
atompair_255,0.0
atompair_244,0.0
atompair_1039,0.0
atompair_1026,0.0
atompair_1027,0.0
atompair_1030,0.0
atompair_1031,0.0
atompair_193,0.0
atompair_194,0.0
atompair_195,0.0
atompair_987,0.0
atompair_1045,0.0
atompair_1047,0.0
atompair_1034,0.0
atompair_1035,0.0
atompair_1036,0.0
atompair_1037,0.0
atompair_1038,0.0
atompair_203,0.0
atompair_207,0.0
atompair_1049,0.0
atompair_1050,0.0
atompair_1051,0.0
atompair_1055,0.0
atompair_1106,0.0
atompair_1107,0.0
atompair_219,0.0
atompair_221,0.0
atompair_223,0.0
atompair_210,0.0
atompair_211,0.0
atompair_214,0.0
atompair_215,0.0
atompair_202,0.0
atompair_1063,0.0
atompair_158,0.0
atompair_159,0.0
atompair_161,0.0
atompair_162,0.0
atompair_163,0.0
atompair_165,0.0
atompair_218,0.0
atompair_1066,0.0
atompair_1067,0.0
atompair_1068,0.0
atompair_1069,0.0
atompair_1070,0.0
atompair_1071,0.0
atompair_1058,0.0
atompair_1059,0.0
atompair_189,0.0
atompair_190,0.0
atompair_191,0.0
atompair_174,0.0
atompair_175,0.0
atompair_176,0.0
atompair_178,0.0
atompair_182,0.0
atompair_127,0.0
atompair_128,0.0
atompair_129,0.0
atompair_130,0.0
atompair_183,0.0
atompair_185,0.0
atompair_186,0.0
atompair_188,0.0
atompair_1090,0.0
atompair_1091,0.0
atompair_1093,0.0
atompair_1094,0.0
atompair_1095,0.0
atompair_122,0.0
atompair_124,0.0
atompair_126,0.0
atompair_1111,0.0
atompair_1098,0.0
atompair_1099,0.0
atompair_1100,0.0
atompair_1101,0.0
atompair_1102,0.0
atompair_1103,0.0
atompair_1089,0.0
atompair_1119,0.0
atompair_1171,0.0
atompair_1173,0.0
atompair_1174,0.0
atompair_1175,0.0
atompair_1162,0.0
atompair_1163,0.0
atompair_1165,0.0
atompair_1125,0.0
atompair_1126,0.0
atompair_1127,0.0
atompair_1128,0.0
atompair_1113,0.0
atompair_1114,0.0
atompair_1115,0.0
atompair_1118,0.0
atompair_1143,0.0
atompair_1144,0.0
atompair_1130,0.0
atompair_1133,0.0
atompair_1134,0.0
atompair_1135,0.0
atompair_1137,0.0
atompair_1123,0.0
atompair_166,0.0
atompair_167,0.0
atompair_169,0.0
atompair_170,0.0
atompair_171,0.0
atompair_1087,0.0
atompair_1138,0.0
atompair_1139,0.0
atompair_139,0.0
atompair_1146,0.0
atompair_1147,0.0
atompair_1152,0.0
atompair_1153,0.0
atompair_1203,0.0
atompair_1204,0.0
atompair_1205,0.0
atompair_141,0.0
atompair_142,0.0
atompair_143,0.0
atompair_147,0.0
atompair_131,0.0
atompair_132,0.0
atompair_134,0.0
atompair_138,0.0
atompair_90,0.0
atompair_93,0.0
atompair_94,0.0
atompair_95,0.0
atompair_148,0.0
atompair_150,0.0
atompair_154,0.0
atompair_157,0.0
atompair_1166,0.0
atompair_1170,0.0
atompair_1154,0.0
atompair_1155,0.0
atompair_1156,0.0
atompair_1158,0.0
atompair_1159,0.0
atompair_89,0.0
atompair_103,0.0
atompair_104,0.0
atompair_26,0.0
atompair_27,0.0
atompair_31,0.0
atompair_81,0.0
atompair_82,0.0
atompair_83,0.0
atompair_115,0.0
atompair_117,0.0
atompair_119,0.0
atompair_121,0.0
atompair_109,0.0
atompair_111,0.0
atompair_99,0.0
atompair_102,0.0
atompair_1191,0.0
atompair_56,0.0
atompair_57,0.0
atompair_58,0.0
atompair_59,0.0
atompair_62,0.0
atompair_63,0.0
atompair_114,0.0
atompair_1206,0.0
atompair_1207,0.0
atompair_1195,0.0
atompair_1198,0.0
atompair_1199,0.0
atompair_1187,0.0
atompair_1189,0.0
atompair_1190,0.0
atompair_52,0.0
atompair_53,0.0
atompair_54,0.0
atompair_55,0.0
atompair_41,0.0
atompair_42,0.0
atompair_43,0.0
atompair_35,0.0
atompair_1227,0.0
atompair_1230,0.0
atompair_1231,0.0
atompair_1225,0.0
maccs_163,0.0
maccs_164,0.0
atompair_49,0.0
atompair_51,0.0
atompair_1179,0.0
atompair_1183,0.0
atompair_1185,0.0
atompair_1186,0.0
atompair_1235,0.0
atompair_1239,0.0
atompair_1241,0.0
atompair_1242,0.0
atompair_85,0.0
atompair_86,0.0
atompair_88,0.0
atompair_75,0.0
atompair_78,0.0
atompair_79,0.0
atompair_70,0.0
atompair_71,0.0
atompair_22,0.0
atompair_8,0.0
atompair_9,0.0
atompair_10,0.0
atompair_11,0.0
atompair_13,0.0
atompair_14,0.0
atompair_6,0.0
atompair_1253,0.0
atompair_1254,0.0
atompair_1258,0.0
atompair_1259,0.0
maccs_125,0.0
maccs_128,0.0
atompair_15,0.0
atompair_21,0.0
atompair_1260,0.0
atompair_1261,0.0
atompair_1262,0.0
atompair_1263,0.0
atompair_1265,0.0
atompair_1266,0.0
atompair_1267,0.0
atompair_1252,0.0
atompair_37,0.0
atompair_39,0.0
atompair_1211,0.0
atompair_1215,0.0
atompair_1270,0.0
atompair_1271,0.0
atompair_1273,0.0
atompair_1275,0.0
maccs_35,0.0
maccs_39,0.0
maccs_41,0.0
atompair_1278,0.0
atompair_1279,0.0
atompair_1282,0.0
atompair_1283,0.0
atompair_1333,0.0
morgan_2031,0.0
morgan_2032,0.0
morgan_2034,0.0
morgan_2035,0.0
maccs_57,0.0
maccs_59,0.0
maccs_60,0.0
maccs_50,0.0
atompair_1307,0.0
atompair_1292,0.0
atompair_1293,0.0
atompair_1294,0.0
atompair_1286,0.0
atompair_1287,0.0
atompair_1290,0.0
atompair_1291,0.0
maccs_146,0.0
maccs_119,0.0
maccs_122,0.0
maccs_113,0.0
maccs_29,0.0
atompair_1243,0.0
atompair_1302,0.0
atompair_1303,0.0
morgan_2036,0.0
morgan_2037,0.0
morgan_2038,0.0
morgan_2040,0.0
morgan_2041,0.0
morgan_2042,0.0
morgan_2043,0.0
atompair_1309,0.0
morgan_2001,0.0
maccs_14,0.0
maccs_21,0.0
morgan_2044,0.0
morgan_2045,0.0
morgan_2046,0.0
maccs_7,0.0
maccs_10,0.0
atompair_1319,0.0
atompair_1320,0.0
atompair_1321,0.0
atompair_1322,0.0
atompair_1323,0.0
atompair_1324,0.0
morgan_1996,0.0
morgan_2000,0.0
atompair_1336,0.0
atompair_1337,0.0
atompair_1338,0.0
atompair_1339,0.0
atompair_1325,0.0
atompair_1326,0.0
atompair_1327,0.0
atompair_1318,0.0
atompair_1347,0.0
atompair_1397,0.0
atompair_1398,0.0
atompair_1399,0.0
atompair_1401,0.0
atompair_1402,0.0
atompair_1403,0.0
atompair_1390,0.0
atompair_1353,0.0
atompair_1354,0.0
atompair_1355,0.0
atompair_1356,0.0
atompair_1341,0.0
atompair_1342,0.0
atompair_1343,0.0
atompair_1346,0.0
atompair_1370,0.0
atompair_1371,0.0
atompair_1357,0.0
atompair_1358,0.0
atompair_1359,0.0
atompair_1363,0.0
atompair_1351,0.0
atompair_1352,0.0
atompair_1310,0.0
atompair_1313,0.0
atompair_1314,0.0
atompair_1316,0.0
atompair_1365,0.0
atompair_1366,0.0
atompair_1367,0.0
atompair_1369,0.0
morgan_2018,0.0
morgan_2005,0.0
morgan_2006,0.0
morgan_2007,0.0
morgan_2008,0.0
morgan_2011,0.0
atompair_1375,0.0
atompair_1379,0.0
morgan_2023,0.0
morgan_2024,0.0
morgan_2025,0.0
morgan_2012,0.0
morgan_2013,0.0
morgan_2014,0.0
morgan_2015,0.0
morgan_2017,0.0
atompair_1387,0.0
morgan_1964,0.0
morgan_1965,0.0
morgan_1968,0.0
morgan_1970,0.0
morgan_2020,0.0
morgan_2021,0.0
morgan_2022,0.0
atompair_1391,0.0
atompair_1392,0.0
atompair_1393,0.0
atompair_1394,0.0
atompair_1395,0.0
atompair_1383,0.0
atompair_1385,0.0
atompair_1386,0.0
morgan_1990,0.0
morgan_1995,0.0
morgan_1981,0.0
morgan_1983,0.0
morgan_1986,0.0
morgan_1987,0.0
morgan_1972,0.0
morgan_1973,0.0
atompair_1422,0.0
morgan_1932,0.0
morgan_1933,0.0
morgan_1934,0.0
morgan_1935,0.0
morgan_1936,0.0
morgan_1938,0.0
morgan_1988,0.0
atompair_1428,0.0
atompair_1430,0.0
atompair_1413,0.0
atompair_1414,0.0
atompair_1416,0.0
atompair_1417,0.0
atompair_1418,0.0
atompair_1420,0.0
atompair_1431,0.0
atompair_1432,0.0
atompair_1433,0.0
atompair_1434,0.0
atompair_1438,0.0
atompair_1423,0.0
atompair_1425,0.0
atompair_1427,0.0
atompair_1441,0.0
atompair_1442,0.0
atompair_1443,0.0
atompair_1446,0.0
atompair_1447,0.0
atompair_1497,0.0
atompair_1502,0.0
atompair_1503,0.0
atompair_1463,0.0
atompair_1464,0.0
atompair_1450,0.0
atompair_1451,0.0
atompair_1452,0.0
atompair_1453,0.0
atompair_1454,0.0
atompair_1455,0.0
atompair_1412,0.0
atompair_1465,0.0
atompair_1466,0.0
atompair_1467,0.0
atompair_1469,0.0
atompair_1471,0.0
atompair_1459,0.0
atompair_1461,0.0
morgan_1974,0.0
morgan_1976,0.0
morgan_1977,0.0
morgan_1978,0.0
atompair_1406,0.0
atompair_1407,0.0
atompair_1410,0.0
atompair_1411,0.0
morgan_1954,0.0
morgan_1955,0.0
morgan_1944,0.0
morgan_1945,0.0
morgan_1947,0.0
atompair_1474,0.0
atompair_1475,0.0
atompair_1478,0.0
morgan_1960,0.0
morgan_1961,0.0
morgan_1962,0.0
morgan_1963,0.0
morgan_1949,0.0
morgan_1950,0.0
morgan_1952,0.0
morgan_1953,0.0
morgan_1901,0.0
morgan_1902,0.0
morgan_1903,0.0
morgan_1905,0.0
morgan_1906,0.0
morgan_1956,0.0
morgan_1958,0.0
morgan_1959,0.0
atompair_1490,0.0
atompair_1491,0.0
atompair_1494,0.0
atompair_1495,0.0
atompair_1482,0.0
atompair_1483,0.0
atompair_1487,0.0
morgan_1900,0.0
morgan_1929,0.0
morgan_1930,0.0
morgan_1916,0.0
morgan_1918,0.0
morgan_1922,0.0
morgan_1923,0.0
morgan_1910,0.0
morgan_1912,0.0
morgan_1868,0.0
morgan_1871,0.0
morgan_1872,0.0
morgan_1874,0.0
morgan_1875,0.0
morgan_1926,0.0
morgan_1927,0.0
morgan_1928,0.0
atompair_1522,0.0
atompair_1523,0.0
atompair_1525,0.0
atompair_1526,0.0
atompair_1514,0.0
atompair_1515,0.0
atompair_1517,0.0
atompair_1519,0.0
atompair_1479,0.0
atompair_1530,0.0
atompair_1531,0.0
atompair_1532,0.0
atompair_1533,0.0
atompair_1534,0.0
atompair_1537,0.0
atompair_1538,0.0
morgan_1899,0.0
morgan_1884,0.0
morgan_1885,0.0
morgan_1886,0.0
morgan_1888,0.0
morgan_1890,0.0
morgan_1891,0.0
morgan_1876,0.0
morgan_1838,0.0
morgan_1839,0.0
morgan_1841,0.0
morgan_1842,0.0
morgan_1843,0.0
morgan_1892,0.0
morgan_1896,0.0
morgan_1897,0.0
atompair_1571,0.0
atompair_1555,0.0
atompair_1559,0.0
atompair_1550,0.0
atompair_1551,0.0
atompair_1553,0.0
atompair_1554,0.0
morgan_1836,0.0
atompair_1505,0.0
atompair_1506,0.0
atompair_1507,0.0
atompair_1563,0.0
atompair_1564,0.0
atompair_1565,0.0
atompair_1566,0.0
atompair_1568,0.0
morgan_1811,0.0
morgan_1866,0.0
morgan_1853,0.0
morgan_1857,0.0
morgan_1859,0.0
morgan_1844,0.0
morgan_1846,0.0
morgan_1847,0.0
atompair_1581,0.0
atompair_1582,0.0
atompair_1583,0.0
atompair_1584,0.0
atompair_1586,0.0
atompair_1587,0.0
morgan_1804,0.0
morgan_1807,0.0
atompair_1543,0.0
atompair_1598,0.0
atompair_1599,0.0
atompair_1603,0.0
atompair_1589,0.0
atompair_1590,0.0
atompair_1591,0.0
atompair_1595,0.0
morgan_1877,0.0
morgan_1880,0.0
morgan_1881,0.0
morgan_1882,0.0
morgan_1883,0.0
atompair_1539,0.0
atompair_1541,0.0
atompair_1542,0.0
morgan_1835,0.0
morgan_1820,0.0
morgan_1821,0.0
morgan_1822,0.0
morgan_1824,0.0
morgan_1826,0.0
morgan_1812,0.0
morgan_1813,0.0
morgan_1773,0.0
morgan_1774,0.0
morgan_1776,0.0
morgan_1777,0.0
morgan_1779,0.0
morgan_1829,0.0
morgan_1830,0.0
morgan_1834,0.0
atompair_1623,0.0
atompair_1627,0.0
atompair_1614,0.0
atompair_1615,0.0
atompair_1616,0.0
atompair_1617,0.0
atompair_1618,0.0
morgan_1772,0.0
morgan_1848,0.0
morgan_1849,0.0
morgan_1851,0.0
atompair_1575,0.0
atompair_1579,0.0
atompair_1629,0.0
atompair_1630,0.0
atompair_1634,0.0
atompair_1702,0.0
atompair_1704,0.0
atompair_1705,0.0
atompair_1706,0.0
atompair_1707,0.0
atompair_1691,0.0
atompair_1692,0.0
atompair_1699,0.0
atompair_1651,0.0
atompair_1653,0.0
atompair_1639,0.0
atompair_1642,0.0
atompair_1643,0.0
atompair_1645,0.0
atompair_1700,0.0
atompair_1701,0.0
atompair_1666,0.0
atompair_1667,0.0
atompair_1655,0.0
atompair_1659,0.0
atompair_1661,0.0
atompair_1647,0.0
atompair_1649,0.0
atompair_1650,0.0
morgan_1818,0.0
atompair_1606,0.0
atompair_1607,0.0
atompair_1608,0.0
atompair_1611,0.0
atompair_1662,0.0
atompair_1663,0.0
atompair_1665,0.0
morgan_1787,0.0
atompair_1671,0.0
atompair_1672,0.0
atompair_1673,0.0
atompair_1674,0.0
atompair_1676,0.0
atompair_1677,0.0
atompair_1735,0.0
morgan_1803,0.0
morgan_1789,0.0
morgan_1790,0.0
morgan_1793,0.0
morgan_1782,0.0
morgan_1784,0.0
morgan_1785,0.0
morgan_1786,0.0
morgan_1743,0.0
morgan_1744,0.0
morgan_1796,0.0
morgan_1797,0.0
morgan_1798,0.0
morgan_1799,0.0
morgan_1801,0.0
morgan_1802,0.0
atompair_1681,0.0
atompair_1682,0.0
atompair_1685,0.0
atompair_1686,0.0
atompair_1689,0.0
atompair_1690,0.0
morgan_1740,0.0
morgan_1741,0.0
morgan_1758,0.0
morgan_1759,0.0
morgan_1761,0.0
morgan_1763,0.0
morgan_1748,0.0
morgan_1749,0.0
morgan_1751,0.0
morgan_1752,0.0
morgan_1713,0.0
morgan_1715,0.0
