feature,total_gain
atompair_1573,4.0
torsion_1288,4.0
morgan_469,4.0
morgan_826,4.0
atompair_1648,4.0
atompair_1136,4.0
atompair_1116,4.0
atompair_1117,4.0
atompair_816,4.0
morgan_1024,4.0
atompair_488,4.0
morgan_1310,4.0
atompair_763,4.0
morgan_1095,4.0
torsion_724,4.0
torsion_410,4.0
torsion_413,4.0
morgan_1832,4.0
atompair_1720,4.0
morgan_1768,4.0
atompair_1733,4.0
atompair_1740,4.0
morgan_1783,4.0
atompair_180,4.0
atompair_1054,4.0
torsion_1301,4.0
torsion_1317,4.0
atompair_1716,4.0
atompair_1020,4.0
torsion_1232,4.0
atompair_241,4.0
torsion_1904,4.0
morgan_423,4.0
morgan_369,4.0
morgan_1716,4.0
morgan_1705,4.0
morgan_215,4.0
torsion_377,4.0
torsion_761,4.0
atompair_790,4.0
torsion_312,4.0
torsion_323,4.0
morgan_1077,4.0
morgan_1681,4.0
atompair_1750,4.0
atompair_1040,4.0
atompair_1043,4.0
atompair_242,4.0
atompair_1048,4.0
atompair_1025,4.0
torsion_1224,4.0
morgan_892,4.0
morgan_1617,4.0
morgan_1693,4.0
morgan_1700,4.0
atompair_1822,4.0
torsion_1216,4.0
atompair_1868,4.0
atompair_297,4.0
torsion_1965,4.0
torsion_1972,4.0
atompair_1897,4.0
torsion_1920,4.0
torsion_1941,4.0
torsion_1868,4.0
torsion_1140,4.0
torsion_1060,4.0
torsion_1165,4.0
atompair_1912,4.0
morgan_1597,4.0
torsion_792,4.0
morgan_996,4.0
morgan_986,4.0
torsion_289,4.0
torsion_294,4.0
morgan_1045,4.0
morgan_230,4.0
torsion_309,4.0
morgan_1356,4.0
atompair_968,4.0
atompair_969,4.0
atompair_256,4.0
atompair_1984,4.0
morgan_354,4.0
morgan_357,4.0
torsion_2011,4.0
atompair_1993,4.0
atompair_1996,4.0
atompair_2004,4.0
torsion_1952,4.0
atompair_336,4.0
atompair_938,4.0
atompair_941,4.0
morgan_1452,4.0
atompair_888,4.0
atompair_364,4.0
morgan_315,4.0
atompair_2013,4.0
morgan_1502,4.0
morgan_1528,4.0
morgan_1533,4.0
atompair_2038,4.0
torsion_1048,4.0
torsion_56,4.0
torsion_64,4.0
torsion_1056,4.0
torsion_920,4.0
morgan_1468,4.0
morgan_1426,4.0
atompair_824,4.0
atompair_420,4.0
atompair_872,4.0
atompair_876,4.0
morgan_251,4.0
morgan_255,4.0
torsion_274,4.0
torsion_216,4.0
torsion_233,4.0
morgan_330,4.0
morgan_271,4.0
atompair_365,4.0
atompair_327,4.0
atompair_372,4.0
torsion_180,4.0
desc_fr_Al_OH,4.0
atompair_556,4.0
desc_NumSaturatedCarbocycles,4.0
atompair_676,4.0
atompair_677,4.0
desc_NumUnspecifiedAtomStereoCenters,4.0
atompair_624,4.0
atompair_628,4.0
atompair_669,4.0
atompair_634,4.0
atompair_637,4.0
atompair_721,4.0
atompair_528,4.0
atompair_720,4.0
desc_NumSaturatedRings,4.0
desc_fr_nitro_arom,4.0
torsion_1592,3.0
torsion_1601,3.0
torsion_1529,3.0
atompair_1301,3.0
morgan_644,3.0
maccs_86,3.0
torsion_1624,3.0
torsion_1629,3.0
morgan_2003,3.0
torsion_568,3.0
morgan_1176,3.0
morgan_1183,3.0
morgan_4,3.0
atompair_652,3.0
atompair_630,3.0
morgan_1023,3.0
torsion_580,3.0
torsion_581,3.0
torsion_532,3.0
morgan_1187,3.0
atompair_328,3.0
morgan_1391,3.0
torsion_172,3.0
morgan_1019,3.0
morgan_136,3.0
atompair_853,3.0
morgan_276,3.0
atompair_326,3.0
torsion_1492,3.0
torsion_1641,3.0
maccs_138,3.0
torsion_1696,3.0
maccs_55,3.0
atompair_1329,3.0
atompair_1330,3.0
torsion_1450,3.0
morgan_575,3.0
torsion_1498,3.0
maccs_107,3.0
torsion_1605,3.0
atompair_444,3.0
atompair_369,3.0
atompair_378,3.0
atompair_386,3.0
morgan_325,3.0
torsion_200,3.0
torsion_1001,3.0
morgan_245,3.0
morgan_294,3.0
torsion_188,3.0
torsion_501,3.0
morgan_127,3.0
torsion_655,3.0
morgan_511,3.0
torsion_1674,3.0
morgan_467,3.0
torsion_1404,3.0
atompair_1408,3.0
morgan_659,3.0
atompair_1344,3.0
torsion_1468,3.0
torsion_1472,3.0
torsion_1473,3.0
morgan_672,3.0
atompair_1364,3.0
morgan_2039,3.0
atompair_1400,3.0
atompair_1404,3.0
morgan_911,3.0
torsion_1036,3.0
morgan_312,3.0
torsion_28,3.0
morgan_1530,3.0
atompair_337,3.0
morgan_1525,3.0
morgan_983,3.0
morgan_318,3.0
atompair_884,3.0
atompair_292,3.0
atompair_928,3.0
maccs_160,3.0
morgan_700,3.0
morgan_712,3.0
morgan_656,3.0
atompair_1449,3.0
torsion_1742,3.0
atompair_1488,3.0
atompair_1489,3.0
atompair_1444,3.0
torsion_1368,3.0
morgan_1948,3.0
atompair_1214,3.0
morgan_167,3.0
atompair_16,3.0
maccs_127,3.0
atompair_520,3.0
torsion_689,3.0
morgan_154,3.0
atompair_1181,3.0
atompair_504,3.0
atompair_516,3.0
atompair_725,3.0
torsion_737,3.0
atompair_1560,3.0
atompair_1184,3.0
atompair_1224,3.0
atompair_1233,3.0
atompair_344,3.0
atompair_352,3.0
atompair_353,3.0
torsion_1100,3.0
torsion_1104,3.0
atompair_981,3.0
morgan_955,3.0
morgan_883,3.0
torsion_1088,3.0
atompair_1995,3.0
atompair_308,3.0
morgan_1487,3.0
atompair_1988,3.0
torsion_2009,3.0
torsion_2024,3.0
torsion_1049,3.0
morgan_341,3.0
atompair_262,3.0
atompair_970,3.0
atompair_72,3.0
atompair_73,3.0
morgan_1919,3.0
morgan_1921,3.0
atompair_1561,3.0
morgan_1894,3.0
morgan_798,3.0
morgan_1073,3.0
torsion_1424,3.0
torsion_1433,3.0
morgan_1940,3.0
atompair_61,3.0
morgan_1924,3.0
atompair_316,3.0
atompair_320,3.0
morgan_1415,3.0
morgan_1058,3.0
morgan_1060,3.0
morgan_1063,3.0
morgan_1366,3.0
torsion_900,3.0
torsion_868,3.0
morgan_940,3.0
torsion_932,3.0
torsion_1017,3.0
morgan_989,3.0
atompair_258,3.0
atompair_1928,3.0
morgan_457,3.0
atompair_1202,3.0
atompair_120,3.0
torsion_1768,3.0
torsion_1392,3.0
morgan_776,3.0
morgan_1806,3.0
atompair_1594,3.0
morgan_1860,3.0
torsion_1864,3.0
torsion_1785,3.0
morgan_431,3.0
morgan_924,3.0
morgan_1572,3.0
atompair_1932,3.0
atompair_1944,3.0
atompair_1948,3.0
morgan_1558,3.0
morgan_1566,3.0
torsion_1116,3.0
torsion_1174,3.0
morgan_851,3.0
torsion_1164,3.0
atompair_1880,3.0
torsion_1869,3.0
morgan_483,3.0
atompair_92,3.0
atompair_1160,3.0
atompair_1164,3.0
morgan_829,3.0
morgan_835,3.0
morgan_836,3.0
morgan_808,3.0
morgan_749,3.0
atompair_1632,3.0
torsion_352,3.0
atompair_1669,3.0
atompair_1604,3.0
atompair_1644,3.0
morgan_1099,3.0
atompair_818,3.0
morgan_1315,3.0
morgan_1318,3.0
atompair_765,3.0
atompair_484,3.0
atompair_809,3.0
morgan_1031,3.0
atompair_1145,3.0
torsion_1213,3.0
atompair_952,3.0
atompair_301,3.0
morgan_875,3.0
morgan_1584,3.0
atompair_1902,3.0
atompair_1905,3.0
morgan_1623,3.0
atompair_1776,3.0
atompair_1097,3.0
atompair_177,3.0
atompair_1621,3.0
atompair_1096,3.0
atompair_1684,3.0
atompair_1688,3.0
morgan_1714,3.0
atompair_1732,3.0
morgan_1819,3.0
morgan_1825,3.0
atompair_1656,3.0
torsion_1312,3.0
morgan_407,3.0
morgan_370,3.0
torsion_1874,3.0
atompair_1762,3.0
torsion_1236,3.0
torsion_1260,3.0
torsion_1300,3.0
atompair_209,3.0
morgan_781,3.0
atompair_1760,3.0
atompair_1768,3.0
atompair_1057,3.0
atompair_1056,3.0
atompair_208,3.0
atompair_1838,3.0
atompair_1817,3.0
atompair_1818,3.0
morgan_1654,3.0
atompair_284,3.0
torsion_341,3.0
atompair_990,3.0
atompair_269,3.0
atompair_243,3.0
atompair_246,3.0
atompair_996,3.0
morgan_1680,3.0
morgan_1682,3.0
atompair_1742,3.0
atompair_1743,3.0
morgan_175,3.0
atompair_794,3.0
morgan_1718,3.0
atompair_798,3.0
atompair_804,3.0
atompair_828,3.0
atompair_837,3.0
morgan_437,3.0
atompair_448,3.0
atompair_453,3.0
morgan_222,3.0
morgan_890,3.0
atompair_1804,3.0
atompair_1806,3.0
morgan_69,3.0
desc_fr_guanido,3.0
desc_fr_piperdine,3.0
desc_fr_prisulfonamd,3.0
desc_fr_Ndealkylation1,3.0
atompair_606,3.0
atompair_608,3.0
atompair_638,3.0
atompair_716,3.0
atompair_526,3.0
morgan_2033,3.0
atompair_700,3.0
torsion_1632,3.0
morgan_633,3.0
torsion_1490,3.0
morgan_1241,3.0
morgan_530,3.0
morgan_130,3.0
morgan_1152,3.0
morgan_1160,3.0
torsion_558,3.0
morgan_651,3.0
torsion_534,3.0
morgan_1214,3.0
morgan_1282,3.0
torsion_509,3.0
morgan_1278,3.0
morgan_72,2.0
morgan_35,2.0
torsion_460,2.0
morgan_1279,2.0
morgan_1249,2.0
torsion_1558,2.0
torsion_1560,2.0
torsion_672,2.0
morgan_1225,2.0
morgan_1167,2.0
morgan_1288,2.0
morgan_1233,2.0
atompair_524,2.0
torsion_621,2.0
torsion_622,2.0
torsion_556,2.0
morgan_576,2.0
morgan_577,2.0
morgan_579,2.0
morgan_581,2.0
torsion_1536,2.0
atompair_702,2.0
morgan_601,2.0
morgan_607,2.0
morgan_90,2.0
atompair_714,2.0
atompair_717,2.0
atompair_722,2.0
torsion_1642,2.0
morgan_549,2.0
morgan_1998,2.0
atompair_916,2.0
atompair_917,2.0
atompair_854,2.0
atompair_322,2.0
torsion_884,2.0
torsion_1509,2.0
maccs_65,2.0
maccs_67,2.0
maccs_32,2.0
atompair_1317,2.0
morgan_696,2.0
maccs_16,2.0
maccs_23,2.0
maccs_108,2.0
maccs_115,2.0
maccs_117,2.0
torsion_1652,2.0
torsion_1653,2.0
torsion_1493,2.0
torsion_1504,2.0
torsion_1508,2.0
morgan_1361,2.0
torsion_264,2.0
torsion_268,2.0
atompair_897,2.0
atompair_370,2.0
atompair_377,2.0
atompair_380,2.0
morgan_116,2.0
torsion_1296,2.0
morgan_366,2.0
atompair_1022,2.0
atompair_236,2.0
morgan_406,2.0
atompair_1064,2.0
atompair_1609,2.0
morgan_1828,2.0
torsion_1318,2.0
atompair_1712,2.0
morgan_783,2.0
torsion_1289,2.0
atompair_1757,2.0
atompair_1075,2.0
atompair_1017,2.0
torsion_1240,2.0
atompair_1824,2.0
atompair_1828,2.0
atompair_1839,2.0
morgan_1614,2.0
atompair_796,2.0
atompair_220,2.0
atompair_1061,2.0
atompair_201,2.0
atompair_1044,2.0
morgan_1731,2.0
atompair_277,2.0
atompair_281,2.0
atompair_993,2.0
atompair_985,2.0
atompair_986,2.0
atompair_989,2.0
atompair_1809,2.0
morgan_852,2.0
morgan_855,2.0
morgan_865,2.0
atompair_1852,2.0
atompair_1858,2.0
atompair_997,2.0
atompair_1008,2.0
atompair_172,2.0
atompair_173,2.0
morgan_1516,2.0
morgan_1622,2.0
morgan_1628,2.0
morgan_1690,2.0
morgan_1694,2.0
atompair_1872,2.0
morgan_1745,2.0
atompair_1697,2.0
morgan_1781,2.0
morgan_1795,2.0
morgan_1709,2.0
atompair_217,2.0
atompair_1105,2.0
atompair_1053,2.0
atompair_1652,2.0
atompair_1658,2.0
atompair_1668,2.0
torsion_1190,2.0
morgan_1754,2.0
morgan_1708,2.0
morgan_1833,2.0
morgan_1775,2.0
morgan_198,2.0
atompair_767,2.0
atompair_1708,2.0
torsion_728,2.0
torsion_729,2.0
torsion_1845,2.0
torsion_1848,2.0
torsion_1849,2.0
atompair_770,2.0
atompair_477,2.0
atompair_480,2.0
atompair_812,2.0
atompair_817,2.0
morgan_1334,2.0
morgan_1340,2.0
morgan_187,2.0
atompair_957,2.0
atompair_181,2.0
atompair_468,2.0
torsion_281,2.0
atompair_1142,2.0
atompair_1172,2.0
atompair_1177,2.0
atompair_1120,2.0
atompair_1009,2.0
atompair_1012,2.0
morgan_813,2.0
torsion_1210,2.0
morgan_334,2.0
torsion_1980,2.0
torsion_1908,2.0
atompair_956,2.0
morgan_394,2.0
torsion_1168,2.0
torsion_1173,2.0
torsion_1180,2.0
torsion_1161,2.0
morgan_1565,2.0
torsion_1132,2.0
atompair_1910,2.0
atompair_1157,2.0
torsion_1856,2.0
morgan_1371,2.0
atompair_1877,2.0
atompair_1888,2.0
atompair_1892,2.0
atompair_1898,2.0
torsion_1929,2.0
morgan_811,2.0
atompair_1633,2.0
torsion_1792,2.0
morgan_828,2.0
morgan_750,2.0
morgan_751,2.0
morgan_753,2.0
atompair_1122,2.0
torsion_1853,2.0
atompair_137,2.0
atompair_145,2.0
atompair_149,2.0
morgan_452,2.0
torsion_1352,2.0
morgan_804,2.0
morgan_809,2.0
atompair_113,2.0
atompair_257,2.0
morgan_1608,2.0
atompair_1920,2.0
atompair_1952,2.0
atompair_1956,2.0
torsion_901,2.0
torsion_852,2.0
morgan_723,2.0
torsion_1373,2.0
torsion_1380,2.0
atompair_1540,2.0
morgan_1809,2.0
atompair_1196,2.0
atompair_1149,2.0
atompair_112,2.0
torsion_1816,2.0
atompair_106,2.0
atompair_108,2.0
atompair_1585,2.0
atompair_1592,2.0
atompair_1593,2.0
morgan_1854,2.0
torsion_1748,2.0
morgan_1589,2.0
morgan_1594,2.0
morgan_1570,2.0
morgan_1574,2.0
morgan_1577,2.0
morgan_428,2.0
morgan_433,2.0
torsion_1801,2.0
torsion_1417,2.0
atompair_1512,2.0
atompair_1549,2.0
atompair_1552,2.0
atompair_1558,2.0
atompair_982,2.0
morgan_348,2.0
atompair_259,2.0
morgan_733,2.0
morgan_734,2.0
morgan_738,2.0
atompair_1529,2.0
morgan_1878,2.0
morgan_1889,2.0
morgan_788,2.0
morgan_800,2.0
morgan_1397,2.0
morgan_1400,2.0
morgan_1869,2.0
atompair_1516,2.0
torsion_694,2.0
torsion_705,2.0
torsion_708,2.0
morgan_1130,2.0
morgan_997,2.0
morgan_987,2.0
torsion_293,2.0
morgan_1044,2.0
morgan_1365,2.0
torsion_897,2.0
morgan_227,2.0
torsion_300,2.0
atompair_513,2.0
torsion_692,2.0
torsion_478,2.0
torsion_482,2.0
torsion_425,2.0
torsion_433,2.0
atompair_5,2.0
atompair_7,2.0
atompair_724,2.0
atompair_729,2.0
morgan_1351,2.0
atompair_1240,2.0
morgan_168,2.0
atompair_521,2.0
atompair_461,2.0
atompair_535,2.0
atompair_348,2.0
torsion_1016,2.0
atompair_66,2.0
atompair_1223,2.0
atompair_1228,2.0
atompair_50,2.0
maccs_159,2.0
atompair_786,2.0
atompair_972,2.0
atompair_1990,2.0
atompair_1992,2.0
atompair_980,2.0
morgan_950,2.0
torsion_1093,2.0
atompair_1994,2.0
morgan_931,2.0
torsion_16,2.0
morgan_969,2.0
torsion_108,2.0
morgan_1540,2.0
atompair_1980,2.0
morgan_1524,2.0
torsion_924,2.0
torsion_925,2.0
atompair_885,2.0
atompair_290,2.0
morgan_382,2.0
morgan_1459,2.0
atompair_2028,2.0
morgan_1503,2.0
atompair_891,2.0
morgan_311,2.0
atompair_1405,2.0
morgan_699,2.0
maccs_161,2.0
atompair_1220,2.0
atompair_36,2.0
atompair_45,2.0
atompair_46,2.0
morgan_323,2.0
atompair_12,2.0
maccs_130,2.0
torsion_1741,2.0
atompair_1213,2.0
atompair_33,2.0
morgan_707,2.0
atompair_1456,2.0
atompair_1468,2.0
maccs_139,2.0
maccs_142,2.0
maccs_153,2.0
morgan_502,2.0
torsion_1700,2.0
atompair_749,2.0
atompair_752,2.0
atompair_544,2.0
torsion_1744,2.0
torsion_1673,2.0
morgan_523,2.0
morgan_465,2.0
atompair_1380,2.0
morgan_2010,2.0
torsion_662,2.0
atompair_1388,2.0
torsion_1469,2.0
torsion_1476,2.0
morgan_675,2.0
morgan_2026,2.0
atompair_1421,2.0
atompair_1437,2.0
torsion_1412,2.0
torsion_1454,2.0
morgan_909,2.0
torsion_1024,2.0
torsion_1033,2.0
morgan_704,2.0
morgan_679,2.0
atompair_1362,2.0
atompair_1312,2.0
torsion_1457,2.0
morgan_210,2.0
atompair_881,2.0
atompair_820,2.0
atompair_437,2.0
atompair_416,2.0
atompair_357,2.0
torsion_236,2.0
morgan_1360,2.0
atompair_576,2.0
morgan_91,2.0
morgan_297,2.0
morgan_240,2.0
torsion_149,2.0
morgan_1449,2.0
torsion_996,2.0
morgan_264,2.0
atompair_570,2.0
atompair_572,2.0
atompair_737,2.0
torsion_504,2.0
torsion_636,2.0
torsion_638,2.0
morgan_1243,2.0
morgan_1246,2.0
atompair_548,2.0
atompair_497,2.0
torsion_656,2.0
torsion_660,2.0
morgan_117,2.0
atompair_564,2.0
atompair_568,2.0
atompair_569,2.0
morgan_564,2.0
morgan_571,2.0
atompair_1249,2.0
maccs_81,2.0
morgan_588,2.0
atompair_1306,2.0
atompair_1247,2.0
atompair_525,2.0
maccs_87,2.0
torsion_1622,2.0
morgan_1132,2.0
desc_fr_benzodiazepine,2.0
desc_fr_unbrch_alkane,2.0
atompair_1285,2.0
atompair_1289,2.0
maccs_24,2.0
atompair_590,2.0
atompair_626,2.0
atompair_678,2.0
atompair_680,2.0
morgan_13,2.0
morgan_25,2.0
morgan_29,2.0
morgan_59,2.0
morgan_1013,2.0
morgan_1021,2.0
morgan_1022,2.0
morgan_102,2.0
morgan_45,2.0
desc_fr_Ar_COO,2.0
morgan_1451,2.0
atompair_640,2.0
torsion_813,2.0
torsion_753,2.0
torsion_756,2.0
morgan_1739,2.0
morgan_1683,2.0
morgan_979,2.0
atompair_192,2.0
atompair_1028,2.0
morgan_212,2.0
morgan_217,2.0
atompair_799,2.0
atompair_394,2.0
atompair_789,2.0
torsion_280,2.0
torsion_765,2.0
torsion_376,2.0
morgan_68,2.0
morgan_1722,2.0
atompair_1794,2.0
atompair_1741,2.0
torsion_1828,2.0
torsion_1829,2.0
atompair_452,2.0
atompair_389,2.0
atompair_696,2.0
desc_fr_Ndealkylation2,2.0
atompair_656,2.0
atompair_604,2.0
atompair_616,2.0
morgan_62,2.0
desc_fr_halogen,2.0
morgan_65,2.0
morgan_10,1.0
morgan_28,1.0
morgan_38,1.0
morgan_43,1.0
desc_fr_methoxy,1.0
desc_fr_dihydropyridine,1.0
morgan_1174,1.0
morgan_1189,1.0
morgan_1191,1.0
morgan_1195,1.0
morgan_1134,1.0
morgan_1138,1.0
torsion_576,1.0
torsion_578,1.0
torsion_530,1.0
morgan_1285,1.0
morgan_1290,1.0
torsion_472,1.0
morgan_1221,1.0
torsion_537,1.0
torsion_554,1.0
torsion_498,1.0
morgan_1236,1.0
morgan_1247,1.0
morgan_1258,1.0
torsion_508,1.0
torsion_512,1.0
torsion_516,1.0
morgan_1270,1.0
morgan_1274,1.0
morgan_1283,1.0
atompair_565,1.0
atompair_566,1.0
atompair_573,1.0
desc_fr_COO2,1.0
desc_fr_C_O_noCOO,1.0
morgan_118,1.0
torsion_633,1.0
morgan_1244,1.0
desc_HeavyAtomCount,1.0
atompair_542,1.0
atompair_492,1.0
atompair_499,1.0
atompair_731,1.0
atompair_733,1.0
atompair_736,1.0
atompair_744,1.0
maccs_47,1.0
morgan_553,1.0
morgan_494,1.0
torsion_1693,1.0
torsion_1694,1.0
torsion_1704,1.0
torsion_1637,1.0
torsion_1638,1.0
torsion_1449,1.0
morgan_695,1.0
morgan_2002,1.0
atompair_1331,1.0
atompair_1334,1.0
atompair_1280,1.0
atompair_1281,1.0
maccs_38,1.0
maccs_110,1.0
torsion_1676,1.0
morgan_532,1.0
morgan_538,1.0
torsion_1512,1.0
torsion_1520,1.0
torsion_1521,1.0
torsion_1448,1.0
torsion_1544,1.0
torsion_1557,1.0
torsion_1562,1.0
torsion_1485,1.0
torsion_1645,1.0
torsion_1660,1.0
torsion_1666,1.0
morgan_598,1.0
morgan_667,1.0
morgan_622,1.0
morgan_624,1.0
torsion_1414,1.0
morgan_724,1.0
morgan_731,1.0
morgan_1975,1.0
morgan_1979,1.0
atompair_1350,1.0
atompair_1361,1.0
atompair_1368,1.0
atompair_1311,1.0
atompair_1315,1.0
morgan_2047,1.0
morgan_663,1.0
morgan_666,1.0
morgan_1966,1.0
morgan_1971,1.0
atompair_1382,1.0
atompair_1384,1.0
atompair_1389,1.0
atompair_1396,1.0
atompair_1348,1.0
atompair_1349,1.0
maccs_155,1.0
atompair_0,1.0
morgan_506,1.0
morgan_507,1.0
morgan_510,1.0
morgan_519,1.0
morgan_521,1.0
morgan_522,1.0
atompair_1501,1.0
atompair_1470,1.0
morgan_703,1.0
morgan_706,1.0
morgan_709,1.0
atompair_34,1.0
atompair_38,1.0
atompair_40,1.0
atompair_1274,1.0
torsion_1445,1.0
torsion_1369,1.0
morgan_757,1.0
morgan_1957,1.0
morgan_1904,1.0
atompair_1481,1.0
atompair_1486,1.0
atompair_2,1.0
atompair_3,1.0
atompair_4,1.0
atompair_18,1.0
atompair_19,1.0
atompair_1257,1.0
atompair_1264,1.0
atompair_1269,1.0
morgan_1980,1.0
morgan_1994,1.0
morgan_1939,1.0
atompair_1426,1.0
atompair_1440,1.0
morgan_2019,1.0
morgan_460,1.0
torsion_1728,1.0
atompair_1544,1.0
atompair_1546,1.0
morgan_1893,1.0
morgan_1895,1.0
atompair_1547,1.0
atompair_1562,1.0
atompair_1569,1.0
atompair_1570,1.0
morgan_736,1.0
morgan_685,1.0
morgan_688,1.0
torsion_1420,1.0
torsion_1426,1.0
torsion_1441,1.0
morgan_794,1.0
morgan_799,1.0
atompair_1513,1.0
atompair_1518,1.0
atompair_1521,1.0
atompair_1473,1.0
atompair_1477,1.0
morgan_1941,1.0
morgan_1942,1.0
morgan_1946,1.0
atompair_47,1.0
maccs_158,1.0
atompair_1226,1.0
atompair_1229,1.0
atompair_1232,1.0
atompair_1236,1.0
morgan_1931,1.0
morgan_1873,1.0
morgan_1864,1.0
atompair_1601,1.0
atompair_1602,1.0
morgan_775,1.0
torsion_1385,1.0
torsion_1324,1.0
torsion_1328,1.0
atompair_116,1.0
torsion_1820,1.0
torsion_1826,1.0
torsion_1752,1.0
torsion_1769,1.0
atompair_1578,1.0
morgan_1852,1.0
morgan_1858,1.0
morgan_1861,1.0
atompair_77,1.0
atompair_80,1.0
atompair_25,1.0
atompair_30,1.0
atompair_98,1.0
atompair_101,1.0
atompair_110,1.0
morgan_430,1.0
atompair_1510,1.0
morgan_1908,1.0
morgan_1911,1.0
morgan_1914,1.0
atompair_67,1.0
atompair_69,1.0
atompair_74,1.0
atompair_76,1.0
morgan_838,1.0
torsion_1793,1.0
morgan_471,1.0
morgan_474,1.0
morgan_480,1.0
atompair_156,1.0
atompair_97,1.0
atompair_1161,1.0
atompair_1574,1.0
atompair_1577,1.0
morgan_810,1.0
torsion_1333,1.0
torsion_1340,1.0
torsion_1281,1.0
morgan_820,1.0
morgan_833,1.0
morgan_455,1.0
morgan_458,1.0
morgan_459,1.0
morgan_402,1.0
torsion_1852,1.0
torsion_1854,1.0
atompair_1628,1.0
atompair_1635,1.0
atompair_118,1.0
atompair_60,1.0
atompair_1193,1.0
atompair_1197,1.0
atompair_1201,1.0
atompair_1148,1.0
atompair_136,1.0
atompair_146,1.0
morgan_1760,1.0
morgan_1769,1.0
atompair_1721,1.0
atompair_1725,1.0
atompair_1728,1.0
atompair_1730,1.0
atompair_1734,1.0
atompair_1670,1.0
morgan_1817,1.0
morgan_1823,1.0
morgan_1831,1.0
morgan_1778,1.0
atompair_1612,1.0
atompair_1613,1.0
torsion_1196,1.0
morgan_1755,1.0
atompair_1638,1.0
atompair_1640,1.0
atompair_1641,1.0
atompair_1646,1.0
atompair_1660,1.0
atompair_1664,1.0
atompair_1605,1.0
atompair_1610,1.0
atompair_1121,1.0
atompair_1124,1.0
atompair_1129,1.0
atompair_1132,1.0
atompair_1141,1.0
atompair_1086,1.0
atompair_168,1.0
atompair_1698,1.0
atompair_1773,1.0
morgan_841,1.0
torsion_1293,1.0
torsion_1294,1.0
torsion_1244,1.0
torsion_1257,1.0
torsion_1268,1.0
torsion_1269,1.0
atompair_164,1.0
atompair_1060,1.0
atompair_1062,1.0
atompair_1756,1.0
atompair_1758,1.0
atompair_1761,1.0
atompair_1764,1.0
atompair_1772,1.0
atompair_1109,1.0
atompair_1110,1.0
atompair_1112,1.0
atompair_1052,1.0
atompair_206,1.0
atompair_213,1.0
atompair_222,1.0
atompair_160,1.0
morgan_1792,1.0
morgan_1742,1.0
atompair_1693,1.0
atompair_1694,1.0
atompair_1696,1.0
atompair_184,1.0
atompair_1092,1.0
atompair_1104,1.0
atompair_1800,1.0
atompair_1745,1.0
atompair_1748,1.0
atompair_1749,1.0
morgan_1679,1.0
morgan_447,1.0
atompair_245,1.0
atompair_247,1.0
morgan_1646,1.0
morgan_1647,1.0
atompair_1788,1.0
atompair_1789,1.0
atompair_1792,1.0
atompair_1793,1.0
atompair_1797,1.0
atompair_1798,1.0
morgan_427,1.0
torsion_1878,1.0
torsion_1885,1.0
torsion_1889,1.0
torsion_1833,1.0
morgan_442,1.0
morgan_1644,1.0
morgan_1645,1.0
atompair_1072,1.0
atompair_1076,1.0
atompair_1077,1.0
atompair_1018,1.0
atompair_1021,1.0
atompair_1023,1.0
atompair_232,1.0
morgan_411,1.0
morgan_925,1.0
atompair_1901,1.0
morgan_1626,1.0
morgan_1635,1.0
morgan_1582,1.0
morgan_1586,1.0
morgan_1587,1.0
atompair_1850,1.0
morgan_1673,1.0
morgan_1613,1.0
atompair_1825,1.0
atompair_1833,1.0
atompair_1836,1.0
atompair_1774,1.0
morgan_1686,1.0
morgan_1691,1.0
atompair_288,1.0
atompair_225,1.0
torsion_1225,1.0
torsion_1152,1.0
torsion_1153,1.0
morgan_891,1.0
morgan_1662,1.0
morgan_1669,1.0
atompair_249,1.0
atompair_250,1.0
atompair_253,1.0
atompair_197,1.0
atompair_988,1.0
atompair_991,1.0
atompair_270,1.0
atompair_272,1.0
torsion_1181,1.0
torsion_1112,1.0
torsion_1125,1.0
morgan_918,1.0
morgan_958,1.0
atompair_2008,1.0
morgan_1564,1.0
morgan_1567,1.0
atompair_1941,1.0
atompair_1899,1.0
atompair_1900,1.0
morgan_898,1.0
morgan_905,1.0
morgan_844,1.0
torsion_1172,1.0
torsion_1176,1.0
atompair_300,1.0
morgan_385,1.0
morgan_386,1.0
morgan_388,1.0
torsion_1968,1.0
torsion_1937,1.0
torsion_1940,1.0
torsion_1948,1.0
atompair_1869,1.0
atompair_1808,1.0
morgan_870,1.0
torsion_1208,1.0
torsion_1221,1.0
atompair_1000,1.0
atompair_1010,1.0
atompair_1013,1.0
morgan_881,1.0
morgan_882,1.0
torsion_1073,1.0
torsion_1084,1.0
morgan_948,1.0
morgan_954,1.0
atompair_289,1.0
atompair_293,1.0
morgan_300,1.0
morgan_301,1.0
atompair_1985,1.0
atompair_1986,1.0
atompair_1991,1.0
atompair_2000,1.0
atompair_2001,1.0
morgan_934,1.0
atompair_302,1.0
atompair_310,1.0
atompair_960,1.0
atompair_967,1.0
atompair_977,1.0
torsion_1988,1.0
morgan_350,1.0
morgan_351,1.0
morgan_1520,1.0
morgan_1523,1.0
atompair_1964,1.0
morgan_1548,1.0
morgan_1555,1.0
atompair_1923,1.0
atompair_1925,1.0
atompair_1929,1.0
morgan_1541,1.0
morgan_1427,1.0
torsion_80,1.0
torsion_92,1.0
torsion_109,1.0
torsion_32,1.0
torsion_48,1.0
torsion_52,1.0
