epoch,train_loss,val_mae,lr,time_s
1,0.6134287725529161,0.3574466407299042,0.0001666698328606644,78.73004865646362
2,0.490125389287404,0.3011649549007416,0.0001666698328606644,66.74285316467285
3,0.4379891300290505,0.2773950397968292,0.0001666698328606644,71.10426878929138
4,0.4035780346327766,0.262358695268631,0.0001666698328606644,71.30294728279114
5,0.37894806039203366,0.24719366431236267,0.0001666698328606644,72.25435709953308
6,0.3617813691244625,0.2433767318725586,0.0001666698328606644,65.70412516593933
7,0.3501624724866688,0.22889037430286407,0.0001666698328606644,74.52842903137207
8,0.3388926211655936,0.21923713386058807,0.0001666698328606644,75.78264236450195
9,0.32909639698323995,0.21300631761550903,0.0001666698328606644,73.79058814048767
10,0.3206473749278164,0.2153117060661316,0.0001666698328606644,78.10327649116516
11,0.31407293605527203,0.20679132640361786,0.0001666698328606644,74.64579963684082
12,0.3023978349491748,0.19956983625888824,0.0001666698328606644,73.87220907211304
13,0.2936507409669575,0.2078409194946289,0.0001666698328606644,74.41466403007507
14,0.29758348512435456,0.20358306169509888,0.0001666698328606644,74.2966001033783
15,0.2911536629835536,0.1925353705883026,0.0001666698328606644,75.65502142906189
16,0.2832853376212181,0.19084303081035614,0.0001666698328606644,72.61045002937317
17,0.2739019186191373,0.1840670257806778,0.0001666698328606644,69.76707696914673
18,0.2659264476774281,0.18606144189834595,0.0001666698328606644,80.96848464012146
19,0.2682557102452857,0.19872941076755524,0.0001666698328606644,72.59503149986267
20,0.2703989962270823,0.1963474005460739,0.0001666698328606644,67.00582098960876
21,0.265370143607634,0.18289268016815186,0.0001666698328606644,78.87040042877197
22,0.25854891049629547,0.18086592853069305,0.0001666698328606644,76.90305304527283
23,0.24716336754824644,0.1755237877368927,0.0001666698328606644,65.76745820045471
24,0.24808013596164014,0.17612680792808533,0.0001666698328606644,73.54435563087463
25,0.2487485432621659,0.17735642194747925,0.0001666698328606644,72.53326272964478
26,0.24491144723678931,0.17621371150016785,0.0001666698328606644,65.9613528251648
27,0.23884174645109937,0.17244647443294525,0.0001666698328606644,65.54475712776184
28,0.22726922168135594,0.1692218780517578,0.0001666698328606644,67.296945810318
29,0.22432342902661526,0.16642780601978302,0.0001666698328606644,73.42207455635071
30,0.2218811510588932,0.1674356907606125,0.0001666698328606644,70.56980180740356
31,0.22154819126291836,0.16756571829319,0.0001666698328606644,78.17498278617859
32,0.22033407841361755,0.17456144094467163,0.0001666698328606644,74.57125878334045
33,0.2184309625782014,0.1674719899892807,0.0001666698328606644,75.83598852157593
34,0.21625750673461794,0.16686968505382538,0.0001666698328606644,68.71352958679199
