target,feature,feature_type,coef,abs_coef,abs_coef_norm
homo,desc_MolLogP,rdkit_desc,-0.21521353721618652,0.21521353721618652,0.010334828868508339
homo,desc_fr_benzene,rdkit_desc,-0.2082432210445404,0.2082432210445404,0.010000105947256088
homo,desc_fr_C_O,rdkit_desc,-0.20821920037269592,0.20821920037269592,0.00999895203858614
homo,desc_VSA_EState6,rdkit_desc,-0.2044927179813385,0.2044927179813385,0.0098200011998415
homo,desc_fr_NH2,rdkit_desc,0.18392758071422577,0.18392758071422577,0.008832436986267567
homo,desc_VSA_EState8,rdkit_desc,-0.1759801208972931,0.1759801208972931,0.00845079030841589
homo,desc_VSA_EState7,rdkit_desc,-0.17197629809379578,0.17197629809379578,0.008258521556854248
homo,desc_fr_NH1,rdkit_desc,0.16231580078601837,0.16231580078601837,0.0077946120873093605
homo,desc_NumHAcceptors,rdkit_desc,-0.1570194810628891,0.1570194810628891,0.007540276274085045
homo,desc_NHOHCount,rdkit_desc,0.1561543196439743,0.1561543196439743,0.007498729974031448
homo,desc_PEOE_VSA2,rdkit_desc,0.15196803212165833,0.15196803212165833,0.007297698874026537
homo,desc_Chi1v,rdkit_desc,0.14506404101848602,0.14506404101848602,0.006966160610318184
homo,desc_Chi1n,rdkit_desc,0.1450636088848114,0.1450636088848114,0.006966139655560255
homo,desc_fr_Ar_N,rdkit_desc,-0.13525915145874023,0.13525915145874023,0.006495317444205284
homo,desc_fr_ether,rdkit_desc,-0.13413380086421967,0.13413380086421967,0.006441276520490646
homo,desc_PEOE_VSA1,rdkit_desc,0.13164350390434265,0.13164350390434265,0.006321689113974571
homo,desc_Kappa1,rdkit_desc,-0.1315828263759613,0.1315828263759613,0.006318775471299887
homo,desc_fr_nitro,rdkit_desc,-0.12614141404628754,0.12614141404628754,0.006057471968233585
homo,desc_fr_Al_OH,rdkit_desc,-0.1241748183965683,0.1241748183965683,0.005963033530861139
homo,desc_NOCount,rdkit_desc,-0.1220683678984642,0.1220683678984642,0.005861878860741854
homo,desc_NumHeteroatoms,rdkit_desc,-0.12194056063890457,0.12194056063890457,0.005855741444975138
homo,desc_VSA_EState2,rdkit_desc,-0.11389516294002533,0.11389516294002533,0.005469391122460365
homo,desc_SlogP_VSA11,rdkit_desc,0.11303075402975082,0.11303075402975082,0.005427881143987179
homo,desc_Chi1,rdkit_desc,-0.10849090665578842,0.10849090665578842,0.005209872033447027
homo,desc_HeavyAtomMolWt,rdkit_desc,-0.1018398329615593,0.1018398329615593,0.004890478681772947
homo,desc_FpDensityMorgan3,rdkit_desc,0.09739699959754944,0.09739699959754944,0.00467712851241231
homo,desc_fr_COO2,rdkit_desc,-0.09735984355211258,0.09735984355211258,0.004675344098359346
homo,desc_SlogP_VSA10,rdkit_desc,0.09613592177629471,0.09613592177629471,0.0046165697276592255
homo,desc_NumHDonors,rdkit_desc,0.09410539269447327,0.09410539269447327,0.0045190611854195595
homo,desc_Phi,rdkit_desc,-0.09016182273626328,0.09016182273626328,0.004329686053097248
homo,desc_SMR_VSA4,rdkit_desc,-0.09002362191677094,0.09002362191677094,0.004323049448430538
homo,desc_VSA_EState5,rdkit_desc,-0.08953458815813065,0.08953458815813065,0.004299565218389034
homo,desc_VSA_EState4,rdkit_desc,-0.08775220811367035,0.08775220811367035,0.004213972948491573
homo,desc_NumValenceElectrons,rdkit_desc,0.08544032275676727,0.08544032275676727,0.004102953244000673
homo,desc_SlogP_VSA2,rdkit_desc,-0.08457525819540024,0.08457525819540024,0.004061412066221237
homo,desc_VSA_EState1,rdkit_desc,0.08438146114349365,0.08438146114349365,0.004052105359733105
homo,desc_PEOE_VSA6,rdkit_desc,-0.08209101855754852,0.08209101855754852,0.003942115698009729
homo,desc_SMR_VSA3,rdkit_desc,-0.08090855926275253,0.08090855926275253,0.0038853322621434927
homo,desc_VSA_EState9,rdkit_desc,-0.07013226300477982,0.07013226300477982,0.003367840778082609
homo,desc_SMR_VSA2,rdkit_desc,-0.06952227652072906,0.06952227652072906,0.0033385485876351595
