target,feature,feature_type,importance_gain,importance_split,importance_gain_norm,importance_split_norm
homo,morgan_1096,morgan,0.0,0,0.0,0.0
homo,morgan_1094,morgan,0.0,0,0.0,0.0
homo,morgan_1093,morgan,0.0,0,0.0,0.0
homo,morgan_1092,morgan,0.0,0,0.0,0.0
homo,morgan_1123,morgan,0.0,0,0.0,0.0
homo,morgan_1122,morgan,0.0,0,0.0,0.0
homo,morgan_1121,morgan,0.0,0,0.0,0.0
homo,morgan_1120,morgan,0.0,0,0.0,0.0
homo,morgan_1119,morgan,0.0,0,0.0,0.0
homo,morgan_1117,morgan,0.0,0,0.0,0.0
homo,morgan_1115,morgan,0.0,0,0.0,0.0
homo,morgan_1113,morgan,0.0,0,0.0,0.0
homo,morgan_1112,morgan,0.0,0,0.0,0.0
homo,morgan_1111,morgan,0.0,0,0.0,0.0
homo,morgan_1110,morgan,0.0,0,0.0,0.0
homo,morgan_1109,morgan,0.0,0,0.0,0.0
homo,morgan_1139,morgan,0.0,0,0.0,0.0
homo,morgan_1137,morgan,0.0,0,0.0,0.0
homo,morgan_1135,morgan,0.0,0,0.0,0.0
homo,morgan_1134,morgan,0.0,0,0.0,0.0
homo,morgan_1133,morgan,0.0,0,0.0,0.0
homo,morgan_1132,morgan,0.0,0,0.0,0.0
homo,morgan_1131,morgan,0.0,0,0.0,0.0
homo,morgan_1130,morgan,0.0,0,0.0,0.0
homo,morgan_1129,morgan,0.0,0,0.0,0.0
homo,morgan_1127,morgan,0.0,0,0.0,0.0
homo,morgan_534,morgan,0.0,0,0.0,0.0
homo,morgan_563,morgan,0.0,0,0.0,0.0
homo,morgan_561,morgan,0.0,0,0.0,0.0
homo,morgan_560,morgan,0.0,0,0.0,0.0
homo,morgan_559,morgan,0.0,0,0.0,0.0
homo,morgan_557,morgan,0.0,0,0.0,0.0
homo,morgan_554,morgan,0.0,0,0.0,0.0
homo,morgan_553,morgan,0.0,0,0.0,0.0
homo,morgan_551,morgan,0.0,0,0.0,0.0
homo,morgan_1125,morgan,0.0,0,0.0,0.0
homo,morgan_1124,morgan,0.0,0,0.0,0.0
homo,morgan_1153,morgan,0.0,0,0.0,0.0
homo,morgan_1151,morgan,0.0,0,0.0,0.0
homo,morgan_1150,morgan,0.0,0,0.0,0.0
homo,morgan_1149,morgan,0.0,0,0.0,0.0
homo,morgan_1148,morgan,0.0,0,0.0,0.0
homo,morgan_1147,morgan,0.0,0,0.0,0.0
homo,morgan_1144,morgan,0.0,0,0.0,0.0
homo,morgan_1141,morgan,0.0,0,0.0,0.0
homo,morgan_1170,morgan,0.0,0,0.0,0.0
homo,morgan_1169,morgan,0.0,0,0.0,0.0
homo,morgan_1165,morgan,0.0,0,0.0,0.0
homo,morgan_1161,morgan,0.0,0,0.0,0.0
homo,morgan_1158,morgan,0.0,0,0.0,0.0
homo,morgan_1187,morgan,0.0,0,0.0,0.0
homo,morgan_1186,morgan,0.0,0,0.0,0.0
homo,morgan_1184,morgan,0.0,0,0.0,0.0
homo,morgan_1181,morgan,0.0,0,0.0,0.0
homo,morgan_1179,morgan,0.0,0,0.0,0.0
homo,morgan_1177,morgan,0.0,0,0.0,0.0
homo,morgan_1175,morgan,0.0,0,0.0,0.0
homo,morgan_518,morgan,0.0,0,0.0,0.0
homo,morgan_517,morgan,0.0,0,0.0,0.0
homo,morgan_516,morgan,0.0,0,0.0,0.0
homo,morgan_546,morgan,0.0,0,0.0,0.0
homo,morgan_545,morgan,0.0,0,0.0,0.0
homo,morgan_544,morgan,0.0,0,0.0,0.0
homo,morgan_543,morgan,0.0,0,0.0,0.0
homo,morgan_542,morgan,0.0,0,0.0,0.0
homo,morgan_541,morgan,0.0,0,0.0,0.0
homo,morgan_539,morgan,0.0,0,0.0,0.0
homo,morgan_538,morgan,0.0,0,0.0,0.0
homo,morgan_537,morgan,0.0,0,0.0,0.0
homo,morgan_536,morgan,0.0,0,0.0,0.0
homo,morgan_535,morgan,0.0,0,0.0,0.0
homo,morgan_1174,morgan,0.0,0,0.0,0.0
homo,morgan_1173,morgan,0.0,0,0.0,0.0
homo,morgan_1203,morgan,0.0,0,0.0,0.0
homo,morgan_1202,morgan,0.0,0,0.0,0.0
homo,morgan_1201,morgan,0.0,0,0.0,0.0
homo,morgan_1200,morgan,0.0,0,0.0,0.0
homo,morgan_1198,morgan,0.0,0,0.0,0.0
homo,morgan_1197,morgan,0.0,0,0.0,0.0
homo,morgan_1194,morgan,0.0,0,0.0,0.0
homo,morgan_1193,morgan,0.0,0,0.0,0.0
homo,morgan_1192,morgan,0.0,0,0.0,0.0
homo,morgan_1191,morgan,0.0,0,0.0,0.0
homo,morgan_1189,morgan,0.0,0,0.0,0.0
homo,morgan_1188,morgan,0.0,0,0.0,0.0
homo,morgan_1217,morgan,0.0,0,0.0,0.0
homo,morgan_1216,morgan,0.0,0,0.0,0.0
homo,morgan_1215,morgan,0.0,0,0.0,0.0
homo,morgan_1214,morgan,0.0,0,0.0,0.0
homo,morgan_1212,morgan,0.0,0,0.0,0.0
homo,morgan_1210,morgan,0.0,0,0.0,0.0
homo,morgan_1209,morgan,0.0,0,0.0,0.0
homo,morgan_1207,morgan,0.0,0,0.0,0.0
homo,morgan_1206,morgan,0.0,0,0.0,0.0
homo,morgan_1235,morgan,0.0,0,0.0,0.0
homo,morgan_1234,morgan,0.0,0,0.0,0.0
homo,morgan_1232,morgan,0.0,0,0.0,0.0
homo,morgan_1231,morgan,0.0,0,0.0,0.0
homo,morgan_1230,morgan,0.0,0,0.0,0.0
homo,morgan_1229,morgan,0.0,0,0.0,0.0
homo,morgan_1228,morgan,0.0,0,0.0,0.0
homo,morgan_1226,morgan,0.0,0,0.0,0.0
homo,morgan_1223,morgan,0.0,0,0.0,0.0
homo,morgan_501,morgan,0.0,0,0.0,0.0
homo,morgan_531,morgan,0.0,0,0.0,0.0
homo,morgan_530,morgan,0.0,0,0.0,0.0
homo,morgan_527,morgan,0.0,0,0.0,0.0
homo,morgan_524,morgan,0.0,0,0.0,0.0
homo,morgan_521,morgan,0.0,0,0.0,0.0
homo,morgan_520,morgan,0.0,0,0.0,0.0
homo,morgan_519,morgan,0.0,0,0.0,0.0
homo,morgan_1222,morgan,0.0,0,0.0,0.0
homo,morgan_1221,morgan,0.0,0,0.0,0.0
homo,morgan_1251,morgan,0.0,0,0.0,0.0
homo,morgan_1249,morgan,0.0,0,0.0,0.0
homo,morgan_1248,morgan,0.0,0,0.0,0.0
homo,morgan_1247,morgan,0.0,0,0.0,0.0
homo,morgan_1246,morgan,0.0,0,0.0,0.0
homo,morgan_1244,morgan,0.0,0,0.0,0.0
homo,morgan_1242,morgan,0.0,0,0.0,0.0
homo,morgan_1241,morgan,0.0,0,0.0,0.0
homo,morgan_1239,morgan,0.0,0,0.0,0.0
homo,morgan_1267,morgan,0.0,0,0.0,0.0
homo,morgan_1266,morgan,0.0,0,0.0,0.0
homo,morgan_1264,morgan,0.0,0,0.0,0.0
homo,morgan_1263,morgan,0.0,0,0.0,0.0
homo,morgan_1262,morgan,0.0,0,0.0,0.0
homo,morgan_1261,morgan,0.0,0,0.0,0.0
homo,morgan_1260,morgan,0.0,0,0.0,0.0
homo,morgan_1259,morgan,0.0,0,0.0,0.0
homo,morgan_1258,morgan,0.0,0,0.0,0.0
homo,morgan_1257,morgan,0.0,0,0.0,0.0
homo,morgan_1254,morgan,0.0,0,0.0,0.0
homo,morgan_1253,morgan,0.0,0,0.0,0.0
homo,morgan_1252,morgan,0.0,0,0.0,0.0
homo,morgan_1283,morgan,0.0,0,0.0,0.0
homo,morgan_1281,morgan,0.0,0,0.0,0.0
homo,morgan_1278,morgan,0.0,0,0.0,0.0
homo,morgan_1277,morgan,0.0,0,0.0,0.0
homo,morgan_1276,morgan,0.0,0,0.0,0.0
homo,morgan_1275,morgan,0.0,0,0.0,0.0
homo,morgan_1273,morgan,0.0,0,0.0,0.0
homo,morgan_1272,morgan,0.0,0,0.0,0.0
homo,morgan_485,morgan,0.0,0,0.0,0.0
homo,morgan_484,morgan,0.0,0,0.0,0.0
homo,morgan_515,morgan,0.0,0,0.0,0.0
homo,morgan_514,morgan,0.0,0,0.0,0.0
homo,morgan_513,morgan,0.0,0,0.0,0.0
homo,morgan_512,morgan,0.0,0,0.0,0.0
homo,morgan_511,morgan,0.0,0,0.0,0.0
homo,morgan_510,morgan,0.0,0,0.0,0.0
homo,morgan_509,morgan,0.0,0,0.0,0.0
homo,morgan_508,morgan,0.0,0,0.0,0.0
homo,morgan_507,morgan,0.0,0,0.0,0.0
homo,morgan_506,morgan,0.0,0,0.0,0.0
homo,morgan_1270,morgan,0.0,0,0.0,0.0
homo,morgan_1268,morgan,0.0,0,0.0,0.0
homo,morgan_1298,morgan,0.0,0,0.0,0.0
homo,morgan_1296,morgan,0.0,0,0.0,0.0
homo,morgan_1294,morgan,0.0,0,0.0,0.0
homo,morgan_1293,morgan,0.0,0,0.0,0.0
homo,morgan_1292,morgan,0.0,0,0.0,0.0
homo,morgan_1291,morgan,0.0,0,0.0,0.0
homo,morgan_1288,morgan,0.0,0,0.0,0.0
homo,morgan_1285,morgan,0.0,0,0.0,0.0
homo,morgan_1284,morgan,0.0,0,0.0,0.0
homo,morgan_1315,morgan,0.0,0,0.0,0.0
homo,morgan_1314,morgan,0.0,0,0.0,0.0
homo,morgan_1313,morgan,0.0,0,0.0,0.0
homo,morgan_1312,morgan,0.0,0,0.0,0.0
homo,morgan_1311,morgan,0.0,0,0.0,0.0
homo,morgan_1310,morgan,0.0,0,0.0,0.0
homo,morgan_1307,morgan,0.0,0,0.0,0.0
homo,morgan_1306,morgan,0.0,0,0.0,0.0
homo,morgan_1305,morgan,0.0,0,0.0,0.0
homo,morgan_1304,morgan,0.0,0,0.0,0.0
homo,morgan_1303,morgan,0.0,0,0.0,0.0
homo,morgan_1302,morgan,0.0,0,0.0,0.0
homo,morgan_1301,morgan,0.0,0,0.0,0.0
homo,morgan_1330,morgan,0.0,0,0.0,0.0
homo,morgan_1328,morgan,0.0,0,0.0,0.0
homo,morgan_1326,morgan,0.0,0,0.0,0.0
homo,morgan_1324,morgan,0.0,0,0.0,0.0
homo,morgan_1323,morgan,0.0,0,0.0,0.0
homo,morgan_1322,morgan,0.0,0,0.0,0.0
homo,morgan_1320,morgan,0.0,0,0.0,0.0
homo,morgan_1318,morgan,0.0,0,0.0,0.0
homo,morgan_1347,morgan,0.0,0,0.0,0.0
homo,morgan_1346,morgan,0.0,0,0.0,0.0
homo,morgan_1345,morgan,0.0,0,0.0,0.0
homo,morgan_1343,morgan,0.0,0,0.0,0.0
homo,morgan_1342,morgan,0.0,0,0.0,0.0
homo,morgan_1341,morgan,0.0,0,0.0,0.0
homo,morgan_1340,morgan,0.0,0,0.0,0.0
homo,morgan_1339,morgan,0.0,0,0.0,0.0
homo,morgan_1337,morgan,0.0,0,0.0,0.0
homo,morgan_1336,morgan,0.0,0,0.0,0.0
homo,morgan_470,morgan,0.0,0,0.0,0.0
homo,morgan_469,morgan,0.0,0,0.0,0.0
homo,morgan_468,morgan,0.0,0,0.0,0.0
homo,morgan_499,morgan,0.0,0,0.0,0.0
homo,morgan_498,morgan,0.0,0,0.0,0.0
homo,morgan_497,morgan,0.0,0,0.0,0.0
homo,morgan_496,morgan,0.0,0,0.0,0.0
homo,morgan_495,morgan,0.0,0,0.0,0.0
homo,morgan_494,morgan,0.0,0,0.0,0.0
homo,morgan_492,morgan,0.0,0,0.0,0.0
homo,morgan_1333,morgan,0.0,0,0.0,0.0
homo,morgan_1332,morgan,0.0,0,0.0,0.0
homo,morgan_1363,morgan,0.0,0,0.0,0.0
homo,morgan_1360,morgan,0.0,0,0.0,0.0
homo,morgan_1359,morgan,0.0,0,0.0,0.0
homo,morgan_1358,morgan,0.0,0,0.0,0.0
homo,morgan_1355,morgan,0.0,0,0.0,0.0
homo,morgan_1352,morgan,0.0,0,0.0,0.0
homo,morgan_1351,morgan,0.0,0,0.0,0.0
homo,morgan_1350,morgan,0.0,0,0.0,0.0
homo,morgan_1378,morgan,0.0,0,0.0,0.0
homo,morgan_1376,morgan,0.0,0,0.0,0.0
homo,morgan_1375,morgan,0.0,0,0.0,0.0
homo,morgan_1374,morgan,0.0,0,0.0,0.0
homo,morgan_1373,morgan,0.0,0,0.0,0.0
homo,morgan_1372,morgan,0.0,0,0.0,0.0
homo,morgan_1371,morgan,0.0,0,0.0,0.0
homo,morgan_1369,morgan,0.0,0,0.0,0.0
homo,morgan_1368,morgan,0.0,0,0.0,0.0
homo,morgan_1367,morgan,0.0,0,0.0,0.0
homo,morgan_454,morgan,0.0,0,0.0,0.0
homo,morgan_483,morgan,0.0,0,0.0,0.0
homo,morgan_482,morgan,0.0,0,0.0,0.0
homo,morgan_481,morgan,0.0,0,0.0,0.0
homo,morgan_479,morgan,0.0,0,0.0,0.0
homo,morgan_478,morgan,0.0,0,0.0,0.0
homo,morgan_477,morgan,0.0,0,0.0,0.0
homo,morgan_476,morgan,0.0,0,0.0,0.0
homo,morgan_473,morgan,0.0,0,0.0,0.0
homo,morgan_472,morgan,0.0,0,0.0,0.0
homo,morgan_1364,morgan,0.0,0,0.0,0.0
homo,morgan_1395,morgan,0.0,0,0.0,0.0
homo,morgan_1394,morgan,0.0,0,0.0,0.0
homo,morgan_1393,morgan,0.0,0,0.0,0.0
homo,morgan_1392,morgan,0.0,0,0.0,0.0
homo,morgan_1383,morgan,0.0,0,0.0,0.0
homo,morgan_1381,morgan,0.0,0,0.0,0.0
homo,morgan_1411,morgan,0.0,0,0.0,0.0
homo,morgan_1408,morgan,0.0,0,0.0,0.0
homo,morgan_1407,morgan,0.0,0,0.0,0.0
homo,morgan_1406,morgan,0.0,0,0.0,0.0
homo,morgan_1405,morgan,0.0,0,0.0,0.0
homo,morgan_1404,morgan,0.0,0,0.0,0.0
homo,morgan_1403,morgan,0.0,0,0.0,0.0
homo,morgan_1402,morgan,0.0,0,0.0,0.0
homo,morgan_1399,morgan,0.0,0,0.0,0.0
homo,morgan_437,morgan,0.0,0,0.0,0.0
homo,morgan_436,morgan,0.0,0,0.0,0.0
homo,morgan_467,morgan,0.0,0,0.0,0.0
homo,morgan_465,morgan,0.0,0,0.0,0.0
homo,morgan_462,morgan,0.0,0,0.0,0.0
homo,morgan_460,morgan,0.0,0,0.0,0.0
homo,morgan_459,morgan,0.0,0,0.0,0.0
homo,morgan_458,morgan,0.0,0,0.0,0.0
homo,morgan_457,morgan,0.0,0,0.0,0.0
homo,morgan_455,morgan,0.0,0,0.0,0.0
homo,morgan_1397,morgan,0.0,0,0.0,0.0
homo,morgan_1426,morgan,0.0,0,0.0,0.0
homo,morgan_1425,morgan,0.0,0,0.0,0.0
homo,morgan_1421,morgan,0.0,0,0.0,0.0
homo,morgan_1419,morgan,0.0,0,0.0,0.0
homo,morgan_1418,morgan,0.0,0,0.0,0.0
homo,morgan_1417,morgan,0.0,0,0.0,0.0
homo,morgan_1414,morgan,0.0,0,0.0,0.0
homo,morgan_1413,morgan,0.0,0,0.0,0.0
homo,morgan_1412,morgan,0.0,0,0.0,0.0
homo,morgan_1443,morgan,0.0,0,0.0,0.0
homo,morgan_1441,morgan,0.0,0,0.0,0.0
homo,morgan_1440,morgan,0.0,0,0.0,0.0
homo,morgan_1439,morgan,0.0,0,0.0,0.0
homo,morgan_1438,morgan,0.0,0,0.0,0.0
homo,morgan_1437,morgan,0.0,0,0.0,0.0
homo,morgan_1436,morgan,0.0,0,0.0,0.0
homo,morgan_1434,morgan,0.0,0,0.0,0.0
homo,morgan_1433,morgan,0.0,0,0.0,0.0
homo,morgan_422,morgan,0.0,0,0.0,0.0
homo,morgan_421,morgan,0.0,0,0.0,0.0
homo,morgan_451,morgan,0.0,0,0.0,0.0
homo,morgan_450,morgan,0.0,0,0.0,0.0
homo,morgan_449,morgan,0.0,0,0.0,0.0
homo,morgan_448,morgan,0.0,0,0.0,0.0
homo,morgan_447,morgan,0.0,0,0.0,0.0
homo,morgan_445,morgan,0.0,0,0.0,0.0
homo,morgan_444,morgan,0.0,0,0.0,0.0
homo,morgan_443,morgan,0.0,0,0.0,0.0
homo,morgan_439,morgan,0.0,0,0.0,0.0
homo,morgan_1428,morgan,0.0,0,0.0,0.0
homo,morgan_1458,morgan,0.0,0,0.0,0.0
homo,morgan_1455,morgan,0.0,0,0.0,0.0
homo,morgan_1454,morgan,0.0,0,0.0,0.0
homo,morgan_1453,morgan,0.0,0,0.0,0.0
homo,morgan_1451,morgan,0.0,0,0.0,0.0
homo,desc_fr_isocyan,rdkit_desc,0.0,0,0.0,0.0
homo,morgan_1446,morgan,0.0,0,0.0,0.0
homo,morgan_1444,morgan,0.0,0,0.0,0.0
homo,morgan_1474,morgan,0.0,0,0.0,0.0
homo,morgan_1473,morgan,0.0,0,0.0,0.0
homo,morgan_1470,morgan,0.0,0,0.0,0.0
homo,morgan_1469,morgan,0.0,0,0.0,0.0
homo,morgan_1467,morgan,0.0,0,0.0,0.0
homo,morgan_1465,morgan,0.0,0,0.0,0.0
homo,morgan_1464,morgan,0.0,0,0.0,0.0
homo,morgan_1463,morgan,0.0,0,0.0,0.0
homo,morgan_1462,morgan,0.0,0,0.0,0.0
homo,morgan_1461,morgan,0.0,0,0.0,0.0
homo,morgan_1460,morgan,0.0,0,0.0,0.0
homo,morgan_1491,morgan,0.0,0,0.0,0.0
homo,morgan_1490,morgan,0.0,0,0.0,0.0
homo,morgan_1487,morgan,0.0,0,0.0,0.0
homo,morgan_1486,morgan,0.0,0,0.0,0.0
homo,morgan_1485,morgan,0.0,0,0.0,0.0
homo,morgan_1484,morgan,0.0,0,0.0,0.0
homo,morgan_1483,morgan,0.0,0,0.0,0.0
homo,morgan_1482,morgan,0.0,0,0.0,0.0
homo,morgan_1479,morgan,0.0,0,0.0,0.0
homo,morgan_406,morgan,0.0,0,0.0,0.0
homo,morgan_405,morgan,0.0,0,0.0,0.0
homo,morgan_404,morgan,0.0,0,0.0,0.0
homo,morgan_435,morgan,0.0,0,0.0,0.0
homo,morgan_434,morgan,0.0,0,0.0,0.0
homo,morgan_433,morgan,0.0,0,0.0,0.0
homo,morgan_431,morgan,0.0,0,0.0,0.0
homo,morgan_430,morgan,0.0,0,0.0,0.0
homo,morgan_429,morgan,0.0,0,0.0,0.0
homo,morgan_428,morgan,0.0,0,0.0,0.0
homo,morgan_705,morgan,0.0,0,0.0,0.0
homo,morgan_426,morgan,0.0,0,0.0,0.0
homo,morgan_424,morgan,0.0,0,0.0,0.0
homo,morgan_423,morgan,0.0,0,0.0,0.0
homo,morgan_28,morgan,0.0,0,0.0,0.0
homo,morgan_1477,morgan,0.0,0,0.0,0.0
homo,morgan_1476,morgan,0.0,0,0.0,0.0
homo,morgan_1507,morgan,0.0,0,0.0,0.0
homo,morgan_29,morgan,0.0,0,0.0,0.0
homo,morgan_1505,morgan,0.0,0,0.0,0.0
homo,morgan_1504,morgan,0.0,0,0.0,0.0
homo,morgan_1503,morgan,0.0,0,0.0,0.0
homo,morgan_1502,morgan,0.0,0,0.0,0.0
homo,morgan_1501,morgan,0.0,0,0.0,0.0
homo,morgan_1500,morgan,0.0,0,0.0,0.0
homo,morgan_1499,morgan,0.0,0,0.0,0.0
homo,morgan_1497,morgan,0.0,0,0.0,0.0
homo,morgan_1496,morgan,0.0,0,0.0,0.0
homo,morgan_1495,morgan,0.0,0,0.0,0.0
homo,morgan_1493,morgan,0.0,0,0.0,0.0
homo,morgan_1492,morgan,0.0,0,0.0,0.0
homo,morgan_1523,morgan,0.0,0,0.0,0.0
homo,morgan_1522,morgan,0.0,0,0.0,0.0
homo,desc_fr_methoxy,rdkit_desc,0.0,0,0.0,0.0
homo,morgan_27,morgan,0.0,0,0.0,0.0
homo,morgan_1517,morgan,0.0,0,0.0,0.0
homo,morgan_1515,morgan,0.0,0,0.0,0.0
homo,morgan_1514,morgan,0.0,0,0.0,0.0
homo,morgan_1513,morgan,0.0,0,0.0,0.0
homo,morgan_1512,morgan,0.0,0,0.0,0.0
homo,morgan_1511,morgan,0.0,0,0.0,0.0
homo,morgan_390,morgan,0.0,0,0.0,0.0
homo,morgan_388,morgan,0.0,0,0.0,0.0
homo,morgan_419,morgan,0.0,0,0.0,0.0
homo,morgan_417,morgan,0.0,0,0.0,0.0
homo,morgan_415,morgan,0.0,0,0.0,0.0
homo,morgan_26,morgan,0.0,0,0.0,0.0
homo,morgan_413,morgan,0.0,0,0.0,0.0
homo,morgan_409,morgan,0.0,0,0.0,0.0
homo,morgan_408,morgan,0.0,0,0.0,0.0
homo,morgan_25,morgan,0.0,0,0.0,0.0
homo,morgan_24,morgan,0.0,0,0.0,0.0
homo,morgan_1539,morgan,0.0,0,0.0,0.0
homo,morgan_1538,morgan,0.0,0,0.0,0.0
homo,morgan_1537,morgan,0.0,0,0.0,0.0
homo,morgan_1536,morgan,0.0,0,0.0,0.0
homo,morgan_23,morgan,0.0,0,0.0,0.0
homo,morgan_1533,morgan,0.0,0,0.0,0.0
homo,morgan_1532,morgan,0.0,0,0.0,0.0
homo,morgan_1530,morgan,0.0,0,0.0,0.0
homo,morgan_1529,morgan,0.0,0,0.0,0.0
homo,morgan_1526,morgan,0.0,0,0.0,0.0
homo,morgan_3,morgan,0.0,0,0.0,0.0
homo,morgan_1555,morgan,0.0,0,0.0,0.0
homo,morgan_1554,morgan,0.0,0,0.0,0.0
homo,morgan_1553,morgan,0.0,0,0.0,0.0
homo,morgan_1552,morgan,0.0,0,0.0,0.0
homo,morgan_1551,morgan,0.0,0,0.0,0.0
homo,morgan_1549,morgan,0.0,0,0.0,0.0
homo,morgan_1548,morgan,0.0,0,0.0,0.0
homo,desc_fr_term_acetylene,rdkit_desc,0.0,0,0.0,0.0
homo,morgan_1546,morgan,0.0,0,0.0,0.0
homo,morgan_1545,morgan,0.0,0,0.0,0.0
homo,morgan_1544,morgan,0.0,0,0.0,0.0
homo,morgan_1543,morgan,0.0,0,0.0,0.0
homo,morgan_1541,morgan,0.0,0,0.0,0.0
homo,morgan_1571,morgan,0.0,0,0.0,0.0
homo,morgan_1569,morgan,0.0,0,0.0,0.0
homo,morgan_1568,morgan,0.0,0,0.0,0.0
homo,morgan_1566,morgan,0.0,0,0.0,0.0
homo,morgan_1565,morgan,0.0,0,0.0,0.0
homo,morgan_1563,morgan,0.0,0,0.0,0.0
homo,desc_fr_quatN,rdkit_desc,0.0,0,0.0,0.0
homo,morgan_1561,morgan,0.0,0,0.0,0.0
homo,morgan_1560,morgan,0.0,0,0.0,0.0
homo,desc_fr_phenol,rdkit_desc,0.0,0,0.0,0.0
homo,morgan_1558,morgan,0.0,0,0.0,0.0
homo,morgan_1557,morgan,0.0,0,0.0,0.0
homo,morgan_1556,morgan,0.0,0,0.0,0.0
homo,morgan_1586,morgan,0.0,0,0.0,0.0
homo,morgan_1585,morgan,0.0,0,0.0,0.0
homo,desc_fr_oxime,rdkit_desc,0.0,0,0.0,0.0
homo,morgan_1581,morgan,0.0,0,0.0,0.0
homo,morgan_1579,morgan,0.0,0,0.0,0.0
homo,morgan_1578,morgan,0.0,0,0.0,0.0
homo,morgan_6,morgan,0.0,0,0.0,0.0
homo,morgan_1576,morgan,0.0,0,0.0,0.0
homo,morgan_374,morgan,0.0,0,0.0,0.0
homo,morgan_373,morgan,0.0,0,0.0,0.0
homo,morgan_372,morgan,0.0,0,0.0,0.0
homo,morgan_403,morgan,0.0,0,0.0,0.0
homo,morgan_402,morgan,0.0,0,0.0,0.0
homo,morgan_401,morgan,0.0,0,0.0,0.0
homo,morgan_400,morgan,0.0,0,0.0,0.0
homo,morgan_399,morgan,0.0,0,0.0,0.0
homo,morgan_398,morgan,0.0,0,0.0,0.0
homo,morgan_397,morgan,0.0,0,0.0,0.0
homo,morgan_396,morgan,0.0,0,0.0,0.0
homo,morgan_394,morgan,0.0,0,0.0,0.0
homo,morgan_393,morgan,0.0,0,0.0,0.0
homo,morgan_392,morgan,0.0,0,0.0,0.0
homo,morgan_391,morgan,0.0,0,0.0,0.0
homo,morgan_1572,morgan,0.0,0,0.0,0.0
homo,morgan_1602,morgan,0.0,0,0.0,0.0
homo,morgan_5,morgan,0.0,0,0.0,0.0
homo,morgan_1600,morgan,0.0,0,0.0,0.0
homo,morgan_704,morgan,0.0,0,0.0,0.0
homo,morgan_1596,morgan,0.0,0,0.0,0.0
homo,morgan_1595,morgan,0.0,0,0.0,0.0
homo,morgan_1594,morgan,0.0,0,0.0,0.0
homo,morgan_1593,morgan,0.0,0,0.0,0.0
homo,morgan_1592,morgan,0.0,0,0.0,0.0
homo,morgan_1591,morgan,0.0,0,0.0,0.0
homo,morgan_1590,morgan,0.0,0,0.0,0.0
homo,morgan_1619,morgan,0.0,0,0.0,0.0
homo,morgan_1618,morgan,0.0,0,0.0,0.0
homo,morgan_702,morgan,0.0,0,0.0,0.0
homo,morgan_1616,morgan,0.0,0,0.0,0.0
homo,morgan_1615,morgan,0.0,0,0.0,0.0
homo,morgan_1613,morgan,0.0,0,0.0,0.0
homo,morgan_699,morgan,0.0,0,0.0,0.0
homo,morgan_1611,morgan,0.0,0,0.0,0.0
homo,morgan_1609,morgan,0.0,0,0.0,0.0
homo,morgan_358,morgan,0.0,0,0.0,0.0
homo,morgan_357,morgan,0.0,0,0.0,0.0
homo,morgan_386,morgan,0.0,0,0.0,0.0
homo,morgan_385,morgan,0.0,0,0.0,0.0
homo,morgan_698,morgan,0.0,0,0.0,0.0
homo,morgan_382,morgan,0.0,0,0.0,0.0
homo,morgan_380,morgan,0.0,0,0.0,0.0
homo,morgan_377,morgan,0.0,0,0.0,0.0
homo,morgan_376,morgan,0.0,0,0.0,0.0
homo,morgan_1606,morgan,0.0,0,0.0,0.0
homo,morgan_1605,morgan,0.0,0,0.0,0.0
homo,morgan_1635,morgan,0.0,0,0.0,0.0
homo,morgan_1633,morgan,0.0,0,0.0,0.0
homo,morgan_1632,morgan,0.0,0,0.0,0.0
homo,morgan_1631,morgan,0.0,0,0.0,0.0
homo,morgan_1630,morgan,0.0,0,0.0,0.0
homo,morgan_1629,morgan,0.0,0,0.0,0.0
homo,morgan_697,morgan,0.0,0,0.0,0.0
homo,morgan_1627,morgan,0.0,0,0.0,0.0
homo,morgan_1626,morgan,0.0,0,0.0,0.0
homo,morgan_1625,morgan,0.0,0,0.0,0.0
homo,morgan_1624,morgan,0.0,0,0.0,0.0
homo,morgan_1623,morgan,0.0,0,0.0,0.0
homo,morgan_1622,morgan,0.0,0,0.0,0.0
homo,morgan_1621,morgan,0.0,0,0.0,0.0
homo,morgan_1620,morgan,0.0,0,0.0,0.0
homo,morgan_1650,morgan,0.0,0,0.0,0.0
homo,morgan_1649,morgan,0.0,0,0.0,0.0
homo,morgan_1648,morgan,0.0,0,0.0,0.0
homo,morgan_696,morgan,0.0,0,0.0,0.0
homo,morgan_1646,morgan,0.0,0,0.0,0.0
homo,morgan_1645,morgan,0.0,0,0.0,0.0
homo,morgan_1644,morgan,0.0,0,0.0,0.0
homo,morgan_1643,morgan,0.0,0,0.0,0.0
homo,morgan_1641,morgan,0.0,0,0.0,0.0
homo,morgan_1640,morgan,0.0,0,0.0,0.0
homo,morgan_1639,morgan,0.0,0,0.0,0.0
homo,morgan_1638,morgan,0.0,0,0.0,0.0
homo,morgan_1637,morgan,0.0,0,0.0,0.0
homo,morgan_1636,morgan,0.0,0,0.0,0.0
homo,morgan_1667,morgan,0.0,0,0.0,0.0
homo,morgan_692,morgan,0.0,0,0.0,0.0
homo,morgan_1665,morgan,0.0,0,0.0,0.0
homo,morgan_1664,morgan,0.0,0,0.0,0.0
homo,morgan_1662,morgan,0.0,0,0.0,0.0
homo,morgan_1661,morgan,0.0,0,0.0,0.0
homo,morgan_1660,morgan,0.0,0,0.0,0.0
